fail_log_id,student_id,full_name,biometric_id,date,time,device_id,device_name,subject_code,fail_reason,match_score,attempt_no
FAIL0001841,UGF23AI382,Geeta Raj Joshi,BIO0382,2024-08-16,15:16:00,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Scar/Cut on Finger,1.94,1
FAIL0001842,UGF23AI389,Geeta Prakash Hande,BIO0389,2024-08-16,15:12:00,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Partial Print,19.17,1
FAIL0001843,UGF23AI396,Wasim Prakash Ingle,BIO0396,2024-08-16,15:01:00,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Scar/Cut on Finger,4.99,1
FAIL0001844,UGF23AI398,Babita Fulzele,BIO0398,2024-08-16,15:00:00,RDR-BIO-005,Secugen Hamster Pro,AIPC354T,Scar/Cut on Finger,25.49,1
FAIL0001845,UGF23AI103,Suresh Londhe,BIO0103,2024-08-19,09:28:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Timeout,12.91,1
FAIL0001846,UGF23AI106,Manish Das Ambhore,BIO0106,2024-08-19,09:03:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Partial Print,22.65,1
FAIL0001847,UGF23AI107,Mohit Nath Gangurde,BIO0107,2024-08-19,09:01:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Sensor Dirty,39.93,1
FAIL0001848,UGF23AI107,Mohit Nath Gangurde,BIO0107,2024-08-19,09:01:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Low Quality Image,25.42,2
FAIL0001849,UGF23AI126,Rajesh Shankar Chavan,BIO0126,2024-08-19,09:02:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Wet Finger,39.41,1
FAIL0001850,UGF23AI127,Indira Sai Hegde,BIO0127,2024-08-19,09:22:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Scar/Cut on Finger,4.59,1
FAIL0001851,UGF23AI153,Tariq Lal Joshi,BIO0153,2024-08-19,09:13:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Wet Finger,15.37,1
FAIL0001852,UGF23AI153,Tariq Lal Joshi,BIO0153,2024-08-19,09:13:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Finger Rotated,29.1,2
FAIL0001853,UGF23AI169,Ritika Kadam,BIO0169,2024-08-19,09:00:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Scar/Cut on Finger,6.37,1
FAIL0001854,UGF23AI169,Ritika Kadam,BIO0169,2024-08-19,09:00:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Finger Rotated,11.64,2
FAIL0001855,UGF23AI184,Sneha Lal,BIO0184,2024-08-19,09:03:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Dry Finger,25.46,1
FAIL0001856,UGF23AI185,Zara Kumar Deshpande,BIO0185,2024-08-19,09:00:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Wet Finger,12.28,1
FAIL0001857,UGF23AI194,Omkar Kumar,BIO0194,2024-08-19,09:00:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Low Quality Image,4.31,1
FAIL0001858,UGF23AI194,Omkar Kumar,BIO0194,2024-08-19,09:00:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Partial Print,4.41,2
FAIL0001859,UGF23AI195,Ramesh Ghosh,BIO0195,2024-08-19,09:17:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Finger Rotated,31.39,1
FAIL0001860,UGF23AI195,Ramesh Ghosh,BIO0195,2024-08-19,09:17:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Finger Rotated,17.15,2
FAIL0001861,UGF23AI202,Dayanand Rao Zende,BIO0202,2024-08-19,09:11:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Low Quality Image,7.4,1
FAIL0001862,UGF23AI207,Sarita Devi Unde,BIO0207,2024-08-19,09:00:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Sensor Dirty,0.29,1
FAIL0001863,UGF23AI215,Fatima Ram Upadhyay,BIO0215,2024-08-19,09:03:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Sensor Dirty,37.66,1
FAIL0001864,UGF23AI219,Zara Lal Zende,BIO0219,2024-08-19,09:02:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Timeout,34.48,1
FAIL0001865,UGF23AI219,Zara Lal Zende,BIO0219,2024-08-19,09:02:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Partial Print,16.11,2
FAIL0001866,UGF23AI224,Ishaan Raj Wagh,BIO0224,2024-08-19,09:01:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Dry Finger,9.34,1
FAIL0001867,UGF23AI225,Farhan Bala Pawar,BIO0225,2024-08-19,09:11:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Wet Finger,10.93,1
FAIL0001868,UGF23AI241,Anjali Das Mishra,BIO0241,2024-08-19,09:17:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Low Quality Image,11.84,1
FAIL0001869,UGF23AI244,Vidya Shankar Gite,BIO0244,2024-08-19,09:01:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Low Quality Image,25.36,1
FAIL0001870,UGF23AI244,Vidya Shankar Gite,BIO0244,2024-08-19,09:01:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Partial Print,33.12,2
FAIL0001871,UGF23AI267,Jiya Devi Hatwar,BIO0267,2024-08-19,09:00:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Dry Finger,28.5,1
FAIL0001872,UGF23AI270,Sakshi Ingle,BIO0270,2024-08-19,09:02:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Low Quality Image,25.7,1
FAIL0001873,UGF23AI270,Sakshi Ingle,BIO0270,2024-08-19,09:02:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Low Quality Image,30.59,2
FAIL0001874,UGF23AI278,Disha Sai Lokhande,BIO0278,2024-08-19,09:03:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Finger Rotated,26.13,1
FAIL0001875,UGF23AI280,Kalpesh Prakash Hande,BIO0280,2024-08-19,09:02:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Low Quality Image,23.87,1
FAIL0001876,UGF23AI295,Ekta Shankar Yadav,BIO0295,2024-08-19,09:03:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Wet Finger,37.11,1
FAIL0001877,UGF23AI295,Ekta Shankar Yadav,BIO0295,2024-08-19,09:03:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Sensor Dirty,26.93,2
FAIL0001878,UGF23AI309,Lakshmi Das Wagh,BIO0309,2024-08-19,09:00:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Scar/Cut on Finger,23.7,1
FAIL0001879,UGF23AI322,Nisha Kharat,BIO0322,2024-08-19,09:03:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Scar/Cut on Finger,38.14,1
FAIL0001880,UGF23AI337,Jagdish More,BIO0337,2024-08-19,09:03:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Partial Print,23.37,1
FAIL0001881,UGF23AI359,Bharat Raj Agarwal,BIO0359,2024-08-19,09:21:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Timeout,35.43,1
FAIL0001882,UGF23AI398,Babita Fulzele,BIO0398,2024-08-19,09:03:00,RDR-BIO-001,ZKTeco K40,AIPC350T,Wet Finger,19.2,1
FAIL0001883,UGF23AI111,Mithun Iyer,BIO0111,2024-08-19,09:03:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Low Quality Image,39.75,1
FAIL0001884,UGF23AI111,Mithun Iyer,BIO0111,2024-08-19,09:03:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Finger Rotated,25.74,2
FAIL0001885,UGF23AI121,Manish Chand Mehta,BIO0121,2024-08-19,09:00:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Scar/Cut on Finger,30.64,1
FAIL0001886,UGF23AI121,Manish Chand Mehta,BIO0121,2024-08-19,09:00:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Scar/Cut on Finger,16.97,2
FAIL0001887,UGF23AI125,Hina Das Thakur,BIO0125,2024-08-19,09:02:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Sensor Dirty,36.34,1
FAIL0001888,UGF23AI128,Amrita Shankar Londhe,BIO0128,2024-08-19,09:11:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Finger Rotated,18.89,1
FAIL0001889,UGF23AI152,Ritika Bala Vaidya,BIO0152,2024-08-19,09:02:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Low Quality Image,18.23,1
FAIL0001890,UGF23AI163,Aditi Lal Dalvi,BIO0163,2024-08-19,09:01:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Wet Finger,39.29,1
FAIL0001891,UGF23AI165,Abhishek Bala Patel,BIO0165,2024-08-19,09:01:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Low Quality Image,12.25,1
FAIL0001892,UGF23AI166,Gaurav Naik,BIO0166,2024-08-19,09:03:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Partial Print,3.82,1
FAIL0001893,UGF23AI166,Gaurav Naik,BIO0166,2024-08-19,09:03:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Scar/Cut on Finger,1.79,2
FAIL0001894,UGF23AI172,Tushar Chand Gite,BIO0172,2024-08-19,09:00:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Dry Finger,19.82,1
FAIL0001895,UGF23AI173,Tanvi Sai Mehta,BIO0173,2024-08-19,09:01:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Finger Rotated,0.08,1
FAIL0001896,UGF23AI175,Vidya Rao Waghmare,BIO0175,2024-08-19,09:03:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Partial Print,30.81,1
FAIL0001897,UGF23AI176,Vishal Das Kulkarni,BIO0176,2024-08-19,09:16:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Timeout,12.15,1
FAIL0001898,UGF23AI180,Lalita Zende,BIO0180,2024-08-19,09:03:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Partial Print,11.67,1
FAIL0001899,UGF23AI180,Lalita Zende,BIO0180,2024-08-19,09:03:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Scar/Cut on Finger,19.22,2
FAIL0001900,UGF23AI181,Rahul Sai Jadhav,BIO0181,2024-08-19,09:00:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Sensor Dirty,39.49,1
FAIL0001901,UGF23AI191,Yogesh Devi Bhosale,BIO0191,2024-08-19,09:22:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Scar/Cut on Finger,25.18,1
FAIL0001902,UGF23AI192,Seema Lal Nambiar,BIO0192,2024-08-19,09:18:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Finger Rotated,32.51,1
FAIL0001903,UGF23AI192,Seema Lal Nambiar,BIO0192,2024-08-19,09:18:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Wet Finger,31.08,2
FAIL0001904,UGF23AI195,Ramesh Ghosh,BIO0195,2024-08-19,09:03:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Low Quality Image,39.68,1
FAIL0001905,UGF23AI207,Sarita Devi Unde,BIO0207,2024-08-19,09:17:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Timeout,16.64,1
FAIL0001906,UGF23AI207,Sarita Devi Unde,BIO0207,2024-08-19,09:17:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Low Quality Image,4.78,2
FAIL0001907,UGF23AI231,Vidya Das Kumar,BIO0231,2024-08-19,09:02:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Wet Finger,14.35,1
FAIL0001908,UGF23AI232,Gajanan Raj Tiwari,BIO0232,2024-08-19,09:01:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Scar/Cut on Finger,14.1,1
FAIL0001909,UGF23AI243,Vidya Nair,BIO0243,2024-08-19,09:02:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Partial Print,28.02,1
FAIL0001910,UGF23AI243,Vidya Nair,BIO0243,2024-08-19,09:02:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Dry Finger,24.14,2
FAIL0001911,UGF23AI251,Jayesh Pawar,BIO0251,2024-08-19,09:03:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Dry Finger,23.9,1
FAIL0001912,UGF23AI251,Jayesh Pawar,BIO0251,2024-08-19,09:03:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Dry Finger,29.27,2
FAIL0001913,UGF23AI252,Yamini Das Ahuja,BIO0252,2024-08-19,09:03:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Low Quality Image,37.73,1
FAIL0001914,UGF23AI252,Yamini Das Ahuja,BIO0252,2024-08-19,09:03:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Timeout,20.04,2
FAIL0001915,UGF23AI261,Girish Bhange,BIO0261,2024-08-19,09:02:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Sensor Dirty,10.35,1
FAIL0001916,UGF23AI261,Girish Bhange,BIO0261,2024-08-19,09:02:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Dry Finger,35.6,2
FAIL0001917,UGF23AI262,Gaurav Hivrale,BIO0262,2024-08-19,09:01:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Dry Finger,21.93,1
FAIL0001918,UGF23AI263,Vidya Chand Waghmare,BIO0263,2024-08-19,09:00:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Finger Rotated,17.7,1
FAIL0001919,UGF23AI279,Ila Devi Dange,BIO0279,2024-08-19,09:02:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Dry Finger,0.0,1
FAIL0001920,UGF23AI281,Rohit Bala Mehta,BIO0281,2024-08-19,09:00:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Finger Rotated,33.22,1
FAIL0001921,UGF23AI287,Indira Bhatia,BIO0287,2024-08-19,09:01:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Scar/Cut on Finger,39.99,1
FAIL0001922,UGF23AI300,Gaurav Jain,BIO0300,2024-08-19,09:01:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Scar/Cut on Finger,2.53,1
FAIL0001923,UGF23AI300,Gaurav Jain,BIO0300,2024-08-19,09:01:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Scar/Cut on Finger,8.13,2
FAIL0001924,UGF23AI301,Kalpesh Mishra,BIO0301,2024-08-19,09:00:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Sensor Dirty,18.6,1
FAIL0001925,UGF23AI301,Kalpesh Mishra,BIO0301,2024-08-19,09:00:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Scar/Cut on Finger,22.18,2
FAIL0001926,UGF23AI303,Nikhil Rao Agarwal,BIO0303,2024-08-19,09:03:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Sensor Dirty,25.9,1
FAIL0001927,UGF23AI303,Nikhil Rao Agarwal,BIO0303,2024-08-19,09:03:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Finger Rotated,4.74,2
FAIL0001928,UGF23AI327,Nikhil Hivrale,BIO0327,2024-08-19,09:02:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Dry Finger,19.2,1
FAIL0001929,UGF23AI333,Chetna Ram Upadhyay,BIO0333,2024-08-19,09:00:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Timeout,33.17,1
FAIL0001930,UGF23AI333,Chetna Ram Upadhyay,BIO0333,2024-08-19,09:00:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Finger Rotated,10.89,2
FAIL0001931,UGF23AI335,Gunjan Ram Nambiar,BIO0335,2024-08-19,09:01:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Low Quality Image,25.35,1
FAIL0001932,UGF23AI338,Farhan Shankar Mishra,BIO0338,2024-08-19,09:03:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Dry Finger,1.96,1
FAIL0001933,UGF23AI363,Madhuri Devi Pawar,BIO0363,2024-08-19,09:02:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Timeout,34.72,1
FAIL0001934,UGF23AI366,Kalpesh Shankar Ghosh,BIO0366,2024-08-19,09:00:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Finger Rotated,1.19,1
FAIL0001935,UGF23AI369,Manish Sai Junghare,BIO0369,2024-08-19,09:01:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Finger Rotated,13.89,1
FAIL0001936,UGF23AI374,Bhushan Iyer,BIO0374,2024-08-19,09:25:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Scar/Cut on Finger,28.88,1
FAIL0001937,UGF23AI376,Faisal Kadam,BIO0376,2024-08-19,09:00:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Timeout,32.17,1
FAIL0001938,UGF23AI376,Faisal Kadam,BIO0376,2024-08-19,09:00:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Partial Print,20.89,2
FAIL0001939,UGF23AI380,Mahesh Shankar Gangurde,BIO0380,2024-08-19,09:01:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Wet Finger,2.79,1
FAIL0001940,UGF23AI385,Om Gupta,BIO0385,2024-08-19,09:02:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Wet Finger,5.05,1
FAIL0001941,UGF23AI385,Om Gupta,BIO0385,2024-08-19,09:02:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Finger Rotated,12.96,2
FAIL0001942,UGF23AI386,Sarita Das Desai,BIO0386,2024-08-19,09:01:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Finger Rotated,12.82,1
FAIL0001943,UGF23AI388,Jiya Nath Junghare,BIO0388,2024-08-19,09:09:00,RDR-BIO-006,ZKTeco K40,AIPC355T,Low Quality Image,12.52,1
FAIL0001944,UGF23AI113,Farhan Dange,BIO0113,2024-08-20,10:00:00,RDR-BIO-003,Mantra MFS100,AIPC351T,Partial Print,5.6,1
FAIL0001945,UGF23AI131,Pooja Lal Patel,BIO0131,2024-08-20,10:03:00,RDR-BIO-003,Mantra MFS100,AIPC351T,Dry Finger,3.1,1
FAIL0001946,UGF23AI137,Sarita Prakash Bhatia,BIO0137,2024-08-20,10:01:00,RDR-BIO-003,Mantra MFS100,AIPC351T,Sensor Dirty,37.94,1
FAIL0001947,UGF23AI143,Siddharth Vaghmare,BIO0143,2024-08-20,10:01:00,RDR-BIO-003,Mantra MFS100,AIPC351T,Dry Finger,33.39,1
FAIL0001948,UGF23AI159,Ravi Prasad Lokhande,BIO0159,2024-08-20,10:03:00,RDR-BIO-003,Mantra MFS100,AIPC351T,Low Quality Image,37.82,1
FAIL0001949,UGF23AI165,Abhishek Bala Patel,BIO0165,2024-08-20,10:03:00,RDR-BIO-003,Mantra MFS100,AIPC351T,Wet Finger,4.21,1
FAIL0001950,UGF23AI165,Abhishek Bala Patel,BIO0165,2024-08-20,10:03:00,RDR-BIO-003,Mantra MFS100,AIPC351T,Finger Rotated,26.37,2
FAIL0001951,UGF23AI166,Gaurav Naik,BIO0166,2024-08-20,10:03:00,RDR-BIO-003,Mantra MFS100,AIPC351T,Finger Rotated,34.35,1
FAIL0001952,UGF23AI169,Ritika Kadam,BIO0169,2024-08-20,10:02:00,RDR-BIO-003,Mantra MFS100,AIPC351T,Dry Finger,29.36,1
FAIL0001953,UGF23AI169,Ritika Kadam,BIO0169,2024-08-20,10:02:00,RDR-BIO-003,Mantra MFS100,AIPC351T,Sensor Dirty,11.15,2
FAIL0001954,UGF23AI170,Harsha Bala Das,BIO0170,2024-08-20,10:01:00,RDR-BIO-003,Mantra MFS100,AIPC351T,Scar/Cut on Finger,15.64,1
FAIL0001955,UGF23AI185,Zara Kumar Deshpande,BIO0185,2024-08-20,10:25:00,RDR-BIO-003,Mantra MFS100,AIPC351T,Wet Finger,12.65,1
FAIL0001956,UGF23AI192,Seema Lal Nambiar,BIO0192,2024-08-20,10:01:00,RDR-BIO-003,Mantra MFS100,AIPC351T,Sensor Dirty,19.57,1
FAIL0001957,UGF23AI199,Yash Ghosh,BIO0199,2024-08-20,10:01:00,RDR-BIO-003,Mantra MFS100,AIPC351T,Partial Print,0.89,1
FAIL0001958,UGF23AI201,Chetan Ingole,BIO0201,2024-08-20,10:02:00,RDR-BIO-003,Mantra MFS100,AIPC351T,Low Quality Image,32.69,1
FAIL0001959,UGF23AI207,Sarita Devi Unde,BIO0207,2024-08-20,10:03:00,RDR-BIO-003,Mantra MFS100,AIPC351T,Finger Rotated,26.14,1
FAIL0001960,UGF23AI210,Seema Mane,BIO0210,2024-08-20,10:02:00,RDR-BIO-003,Mantra MFS100,AIPC351T,Dry Finger,32.1,1
FAIL0001961,UGF23AI210,Seema Mane,BIO0210,2024-08-20,10:02:00,RDR-BIO-003,Mantra MFS100,AIPC351T,Finger Rotated,11.26,2
FAIL0001962,UGF23AI220,Wasim Bala Nair,BIO0220,2024-08-20,10:01:00,RDR-BIO-003,Mantra MFS100,AIPC351T,Wet Finger,23.51,1
FAIL0001963,UGF23AI222,Mahesh Wagh,BIO0222,2024-08-20,10:01:00,RDR-BIO-003,Mantra MFS100,AIPC351T,Finger Rotated,25.95,1
FAIL0001964,UGF23AI250,Kedar Chatterjee,BIO0250,2024-08-20,10:02:00,RDR-BIO-003,Mantra MFS100,AIPC351T,Partial Print,27.34,1
FAIL0001965,UGF23AI275,Vishal Sai Shah,BIO0275,2024-08-20,10:12:00,RDR-BIO-003,Mantra MFS100,AIPC351T,Partial Print,23.33,1
FAIL0001966,UGF23AI275,Vishal Sai Shah,BIO0275,2024-08-20,10:12:00,RDR-BIO-003,Mantra MFS100,AIPC351T,Timeout,23.19,2
FAIL0001967,UGF23AI278,Disha Sai Lokhande,BIO0278,2024-08-20,10:00:00,RDR-BIO-003,Mantra MFS100,AIPC351T,Wet Finger,15.55,1
FAIL0001968,UGF23AI281,Rohit Bala Mehta,BIO0281,2024-08-20,10:26:00,RDR-BIO-003,Mantra MFS100,AIPC351T,Finger Rotated,4.43,1
FAIL0001969,UGF23AI296,Manish Das Upadhyay,BIO0296,2024-08-20,10:00:00,RDR-BIO-003,Mantra MFS100,AIPC351T,Partial Print,31.32,1
FAIL0001970,UGF23AI296,Manish Das Upadhyay,BIO0296,2024-08-20,10:00:00,RDR-BIO-003,Mantra MFS100,AIPC351T,Partial Print,6.9,2
FAIL0001971,UGF23AI301,Kalpesh Mishra,BIO0301,2024-08-20,10:02:00,RDR-BIO-003,Mantra MFS100,AIPC351T,Scar/Cut on Finger,38.47,1
FAIL0001972,UGF23AI302,Lakshmi Chand Patil,BIO0302,2024-08-20,10:01:00,RDR-BIO-003,Mantra MFS100,AIPC351T,Wet Finger,33.59,1
FAIL0001973,UGF23AI305,Iqbal Raj Chopra,BIO0305,2024-08-20,10:00:00,RDR-BIO-003,Mantra MFS100,AIPC351T,Timeout,13.2,1
FAIL0001974,UGF23AI306,Esha Bala Pandey,BIO0306,2024-08-20,10:09:00,RDR-BIO-003,Mantra MFS100,AIPC351T,Partial Print,27.55,1
FAIL0001975,UGF23AI326,Vanshika Chand Shah,BIO0326,2024-08-20,10:01:00,RDR-BIO-003,Mantra MFS100,AIPC351T,Dry Finger,35.31,1
FAIL0001976,UGF23AI336,Ritika Lal Ahuja,BIO0336,2024-08-20,10:10:00,RDR-BIO-003,Mantra MFS100,AIPC351T,Low Quality Image,25.07,1
FAIL0001977,UGF23AI338,Farhan Shankar Mishra,BIO0338,2024-08-20,10:03:00,RDR-BIO-003,Mantra MFS100,AIPC351T,Sensor Dirty,33.92,1
FAIL0001978,UGF23AI338,Farhan Shankar Mishra,BIO0338,2024-08-20,10:03:00,RDR-BIO-003,Mantra MFS100,AIPC351T,Timeout,4.97,2
FAIL0001979,UGF23AI351,Gunjan Lal Gaikwad,BIO0351,2024-08-20,10:02:00,RDR-BIO-003,Mantra MFS100,AIPC351T,Low Quality Image,7.15,1
FAIL0001980,UGF23AI359,Bharat Raj Agarwal,BIO0359,2024-08-20,10:01:00,RDR-BIO-003,Mantra MFS100,AIPC351T,Finger Rotated,4.98,1
FAIL0001981,UGF23AI371,Wasim Prasad Patel,BIO0371,2024-08-20,10:10:00,RDR-BIO-003,Mantra MFS100,AIPC351T,Finger Rotated,28.11,1
FAIL0001982,UGF23AI378,Zara Nambiar,BIO0378,2024-08-20,10:02:00,RDR-BIO-003,Mantra MFS100,AIPC351T,Finger Rotated,23.91,1
FAIL0001983,UGF23AI381,Faisal Das Saxena,BIO0381,2024-08-20,10:03:00,RDR-BIO-003,Mantra MFS100,AIPC351T,Sensor Dirty,4.58,1
FAIL0001984,UGF23AI381,Faisal Das Saxena,BIO0381,2024-08-20,10:03:00,RDR-BIO-003,Mantra MFS100,AIPC351T,Timeout,30.29,2
FAIL0001985,UGF23AI385,Om Gupta,BIO0385,2024-08-20,10:02:00,RDR-BIO-003,Mantra MFS100,AIPC351T,Timeout,1.83,1
FAIL0001986,UGF23AI108,Kamla Ram Mehta,BIO0108,2024-08-21,11:02:00,RDR-BIO-002,ZKTeco SF100,AIPC352T,Wet Finger,37.01,1
FAIL0001987,UGF23AI115,Divya Zende,BIO0115,2024-08-21,11:03:00,RDR-BIO-002,ZKTeco SF100,AIPC352T,Finger Rotated,37.61,1
FAIL0001988,UGF23AI117,Bhushan Raj Chatterjee,BIO0117,2024-08-21,11:02:00,RDR-BIO-002,ZKTeco SF100,AIPC352T,Sensor Dirty,29.16,1
FAIL0001989,UGF23AI119,Fatima Lal Ahuja,BIO0119,2024-08-21,11:00:00,RDR-BIO-002,ZKTeco SF100,AIPC352T,Timeout,19.35,1
FAIL0001990,UGF23AI120,Farhan Devi Pandey,BIO0120,2024-08-21,11:03:00,RDR-BIO-002,ZKTeco SF100,AIPC352T,Timeout,38.64,1
FAIL0001991,UGF23AI120,Farhan Devi Pandey,BIO0120,2024-08-21,11:03:00,RDR-BIO-002,ZKTeco SF100,AIPC352T,Low Quality Image,35.41,2
FAIL0001992,UGF23AI121,Manish Chand Mehta,BIO0121,2024-08-21,11:01:00,RDR-BIO-002,ZKTeco SF100,AIPC352T,Sensor Dirty,21.44,1
FAIL0001993,UGF23AI121,Manish Chand Mehta,BIO0121,2024-08-21,11:01:00,RDR-BIO-002,ZKTeco SF100,AIPC352T,Dry Finger,0.94,2
FAIL0001994,UGF23AI127,Indira Sai Hegde,BIO0127,2024-08-21,11:01:00,RDR-BIO-002,ZKTeco SF100,AIPC352T,Low Quality Image,28.34,1
FAIL0001995,UGF23AI132,Abhishek Kumar Shah,BIO0132,2024-08-21,11:01:00,RDR-BIO-002,ZKTeco SF100,AIPC352T,Finger Rotated,7.54,1
FAIL0001996,UGF23AI155,Tushar Chand Dange,BIO0155,2024-08-21,11:01:00,RDR-BIO-002,ZKTeco SF100,AIPC352T,Timeout,27.19,1
FAIL0001997,UGF23AI155,Tushar Chand Dange,BIO0155,2024-08-21,11:01:00,RDR-BIO-002,ZKTeco SF100,AIPC352T,Partial Print,21.82,2
FAIL0001998,UGF23AI162,Hemant Naik,BIO0162,2024-08-21,11:00:00,RDR-BIO-002,ZKTeco SF100,AIPC352T,Partial Print,16.66,1
FAIL0001999,UGF23AI162,Hemant Naik,BIO0162,2024-08-21,11:00:00,RDR-BIO-002,ZKTeco SF100,AIPC352T,Dry Finger,11.68,2
FAIL0002000,UGF23AI168,Dhruv Kadam,BIO0168,2024-08-21,11:01:00,RDR-BIO-002,ZKTeco SF100,AIPC352T,Partial Print,37.5,1
FAIL0002001,UGF23AI199,Yash Ghosh,BIO0199,2024-08-21,11:00:00,RDR-BIO-002,ZKTeco SF100,AIPC352T,Sensor Dirty,38.84,1
