gate_log_id,full_name,student_id,roll_number,class_section,biometric_id,finger_used,match_score,scan_quality,date,entry_time,exit_time,duration_hrs,device_id,device_name,reader_location
GATE0001118,Mohit Shankar Gaikwad,UGF23AI102,C01,CSE-AIML-C,BIO0102,Right Middle,80.68,Good,2024-07-05,08:53:38,16:17:14,7.39,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001119,Suresh Londhe,UGF23AI103,A02,CSE-AIML-A,BIO0103,Right Thumb,91.38,Good,2024-07-05,08:22:19,16:41:02,8.31,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001120,Anjali Nath More,UGF23AI104,B02,CSE-AIML-B,BIO0104,Right Thumb,91.72,Average,2024-07-05,08:09:12,16:32:08,8.38,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001121,Vikas Raj Mukherjee,UGF23AI105,C02,CSE-AIML-C,BIO0105,Right Middle,93.98,Excellent,2024-07-05,08:12:10,16:25:30,8.22,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001122,Manish Das Ambhore,UGF23AI106,A03,CSE-AIML-A,BIO0106,Right Ring,96.02,Good,2024-07-05,08:33:50,16:44:44,8.18,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001123,Mohit Nath Gangurde,UGF23AI107,B03,CSE-AIML-B,BIO0107,Right Little,77.73,Good,2024-07-05,08:26:57,16:13:47,7.78,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001124,Kamla Ram Mehta,UGF23AI108,C03,CSE-AIML-C,BIO0108,Right Thumb,80.62,Excellent,2024-07-05,08:22:53,16:35:26,8.21,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001125,Mohit Rao Agarwal,UGF23AI109,A04,CSE-AIML-A,BIO0109,Right Little,89.67,Excellent,2024-07-05,08:03:23,16:35:19,8.53,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001126,Farhan Nair,UGF23AI110,B04,CSE-AIML-B,BIO0110,Right Little,95.79,Good,2024-07-05,08:44:32,16:58:51,8.24,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001127,Ravi Kumar Joshi,UGF23AI112,A05,CSE-AIML-A,BIO0112,Right Thumb,77.48,Good,2024-07-05,08:25:01,16:29:35,8.08,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001128,Farhan Dange,UGF23AI113,B05,CSE-AIML-B,BIO0113,Right Ring,78.9,Excellent,2024-07-05,08:04:31,16:27:00,8.37,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001129,Onkar Prasad Mishra,UGF23AI114,C05,CSE-AIML-C,BIO0114,Right Index,92.6,Good,2024-07-05,08:26:32,16:42:50,8.27,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001130,Divya Zende,UGF23AI115,A06,CSE-AIML-A,BIO0115,Right Thumb,89.35,Good,2024-07-05,08:27:29,16:11:18,7.73,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001131,Nikhil Prakash Hatwar,UGF23AI116,B06,CSE-AIML-B,BIO0116,Right Middle,81.93,Poor,2024-07-05,08:23:30,16:40:54,8.29,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001132,Bhushan Raj Chatterjee,UGF23AI117,C06,CSE-AIML-C,BIO0117,Right Little,81.78,Average,2024-07-05,08:36:34,16:28:01,7.86,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001133,Gunjan Pandey,UGF23AI118,A07,CSE-AIML-A,BIO0118,Right Thumb,83.93,Average,2024-07-05,08:26:20,16:46:22,8.33,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001134,Farhan Devi Pandey,UGF23AI120,C07,CSE-AIML-C,BIO0120,Right Little,96.67,Good,2024-07-05,08:20:38,16:30:16,8.16,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001135,Manish Chand Mehta,UGF23AI121,A08,CSE-AIML-A,BIO0121,Right Middle,79.63,Poor,2024-07-05,08:40:23,16:34:21,7.9,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001136,Iqbal Raj Pillai,UGF23AI122,B08,CSE-AIML-B,BIO0122,Right Thumb,82.57,Excellent,2024-07-05,08:54:46,16:55:32,8.01,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001137,Priya Das Shah,UGF23AI124,A09,CSE-AIML-A,BIO0124,Right Little,84.97,Excellent,2024-07-05,08:47:22,16:52:35,8.09,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001138,Hina Das Thakur,UGF23AI125,B09,CSE-AIML-B,BIO0125,Right Ring,97.42,Poor,2024-07-05,08:44:46,16:25:13,7.67,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001139,Indira Sai Hegde,UGF23AI127,A10,CSE-AIML-A,BIO0127,Right Little,78.59,Excellent,2024-07-05,08:08:01,16:39:33,8.53,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001140,Amrita Shankar Londhe,UGF23AI128,B10,CSE-AIML-B,BIO0128,Right Little,95.24,Good,2024-07-05,08:27:19,16:20:14,7.88,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001141,Chetna Lal Ghosh,UGF23AI129,C10,CSE-AIML-C,BIO0129,Right Little,92.08,Average,2024-07-05,08:14:41,16:03:19,7.81,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001142,Lalit Shankar Salve,UGF23AI130,A11,CSE-AIML-A,BIO0130,Right Thumb,94.48,Average,2024-07-05,08:57:25,16:38:39,7.69,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001143,Pooja Lal Patel,UGF23AI131,B11,CSE-AIML-B,BIO0131,Right Thumb,99.42,Good,2024-07-05,08:25:25,16:16:05,7.84,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001144,Abhishek Kumar Shah,UGF23AI132,C11,CSE-AIML-C,BIO0132,Right Ring,80.82,Average,2024-07-05,08:21:17,16:32:54,8.19,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001145,Indira Ram Ingole,UGF23AI133,A12,CSE-AIML-A,BIO0133,Right Ring,81.87,Excellent,2024-07-05,08:21:28,16:10:06,7.81,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001146,Wasim Nambiar,UGF23AI134,B12,CSE-AIML-B,BIO0134,Right Index,94.93,Poor,2024-07-05,08:01:16,16:08:57,8.13,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001147,Dev Sai Dalvi,UGF23AI135,C12,CSE-AIML-C,BIO0135,Right Thumb,96.3,Good,2024-07-05,08:40:21,16:08:10,7.46,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001148,Jagdish Naik,UGF23AI136,A13,CSE-AIML-A,BIO0136,Right Ring,88.53,Average,2024-07-05,08:09:52,16:12:20,8.04,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001149,Sarita Prakash Bhatia,UGF23AI137,B13,CSE-AIML-B,BIO0137,Right Thumb,77.42,Average,2024-07-05,08:04:45,16:26:22,8.36,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001150,Shruti Prakash Das,UGF23AI138,C13,CSE-AIML-C,BIO0138,Right Ring,89.18,Good,2024-07-05,08:52:22,16:33:16,7.68,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001151,Zara Das Rao,UGF23AI139,A14,CSE-AIML-A,BIO0139,Right Index,81.12,Good,2024-07-05,08:34:58,16:22:15,7.79,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001152,Sandeep Rao Bhatia,UGF23AI140,B14,CSE-AIML-B,BIO0140,Right Index,90.53,Excellent,2024-07-05,08:30:18,16:41:47,8.19,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001153,Devika Shankar Joshi,UGF23AI141,C14,CSE-AIML-C,BIO0141,Right Thumb,82.12,Excellent,2024-07-05,08:10:14,16:29:57,8.33,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001154,Chetan Devi Raut,UGF23AI142,A15,CSE-AIML-A,BIO0142,Right Ring,88.28,Poor,2024-07-05,08:04:16,16:47:02,8.71,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001155,Siddharth Vaghmare,UGF23AI143,B15,CSE-AIML-B,BIO0143,Right Middle,99.17,Good,2024-07-05,08:45:36,16:17:38,7.53,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001156,Tejas Ram Deshpande,UGF23AI144,C15,CSE-AIML-C,BIO0144,Right Middle,87.68,Excellent,2024-07-05,08:48:50,16:35:14,7.77,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001157,Hina Ambhore,UGF23AI145,A16,CSE-AIML-A,BIO0145,Right Ring,79.26,Excellent,2024-07-05,08:21:17,16:55:19,8.57,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001158,Yogesh Rao Gangurde,UGF23AI146,B16,CSE-AIML-B,BIO0146,Right Ring,84.64,Good,2024-07-05,08:00:10,16:18:43,8.31,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001159,Abhishek Nath Ghosh,UGF23AI147,C16,CSE-AIML-C,BIO0147,Right Little,78.75,Good,2024-07-05,08:22:30,16:45:22,8.38,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001160,Chandra Kulkarni,UGF23AI148,A17,CSE-AIML-A,BIO0148,Right Middle,83.61,Good,2024-07-05,08:19:11,16:23:54,8.08,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001161,Om Raj Reddy,UGF23AI149,B17,CSE-AIML-B,BIO0149,Right Ring,85.87,Poor,2024-07-05,08:20:15,16:09:58,7.83,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001162,Sakshi Prasad Ambhore,UGF23AI150,C17,CSE-AIML-C,BIO0150,Right Index,86.64,Excellent,2024-07-05,08:51:57,16:07:06,7.25,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001163,Tariq Lal Joshi,UGF23AI153,C18,CSE-AIML-C,BIO0153,Right Little,94.84,Good,2024-07-05,08:51:52,16:17:04,7.42,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001164,Tejas Nair,UGF23AI154,A19,CSE-AIML-A,BIO0154,Right Little,98.18,Good,2024-07-05,08:20:30,16:06:23,7.76,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001165,Tushar Chand Dange,UGF23AI155,B19,CSE-AIML-B,BIO0155,Right Ring,88.34,Excellent,2024-07-05,08:25:12,16:15:49,7.84,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001166,Pallavi Rao Dalvi,UGF23AI156,C19,CSE-AIML-C,BIO0156,Right Index,78.33,Excellent,2024-07-05,08:35:58,16:01:39,7.43,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001167,Harsha Ram Reddy,UGF23AI157,A20,CSE-AIML-A,BIO0157,Right Little,89.66,Excellent,2024-07-05,08:22:24,16:36:08,8.23,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001168,Jagdish Raj Jain,UGF23AI158,B20,CSE-AIML-B,BIO0158,Right Ring,88.3,Good,2024-07-05,08:50:10,16:56:40,8.11,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001169,Ravi Prasad Lokhande,UGF23AI159,C20,CSE-AIML-C,BIO0159,Right Middle,85.79,Excellent,2024-07-05,08:29:22,16:52:57,8.39,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001170,Pankaj Salve,UGF23AI160,A21,CSE-AIML-A,BIO0160,Right Ring,78.25,Average,2024-07-05,08:02:47,16:16:56,8.24,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001171,Madhuri Narwade,UGF23AI161,B21,CSE-AIML-B,BIO0161,Right Ring,83.13,Good,2024-07-05,08:40:59,16:04:05,7.38,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001172,Hemant Naik,UGF23AI162,C21,CSE-AIML-C,BIO0162,Right Ring,93.22,Excellent,2024-07-05,08:31:37,16:53:14,8.36,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001173,Aditi Lal Dalvi,UGF23AI163,A22,CSE-AIML-A,BIO0163,Right Middle,79.91,Excellent,2024-07-05,08:29:42,16:52:56,8.39,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001174,Vanshika Waghmare,UGF23AI164,B22,CSE-AIML-B,BIO0164,Right Middle,83.41,Excellent,2024-07-05,08:39:19,16:58:06,8.31,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001175,Abhishek Bala Patel,UGF23AI165,C22,CSE-AIML-C,BIO0165,Right Middle,93.42,Good,2024-07-05,08:40:19,16:55:08,8.25,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001176,Gaurav Naik,UGF23AI166,A23,CSE-AIML-A,BIO0166,Right Little,81.11,Good,2024-07-05,08:50:40,16:31:17,7.68,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001177,Dhruv Kadam,UGF23AI168,C23,CSE-AIML-C,BIO0168,Right Thumb,86.12,Good,2024-07-05,08:08:34,16:12:16,8.06,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001178,Ritika Kadam,UGF23AI169,A24,CSE-AIML-A,BIO0169,Right Middle,99.57,Good,2024-07-05,08:27:38,16:09:37,7.7,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001179,Harsha Bala Das,UGF23AI170,B24,CSE-AIML-B,BIO0170,Right Index,96.3,Good,2024-07-05,08:33:13,16:32:30,7.99,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001180,Suresh Ram Mehta,UGF23AI171,C24,CSE-AIML-C,BIO0171,Right Ring,84.78,Excellent,2024-07-05,08:22:48,16:01:19,7.64,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001181,Tushar Chand Gite,UGF23AI172,A25,CSE-AIML-A,BIO0172,Right Thumb,95.75,Poor,2024-07-05,08:59:24,16:48:49,7.82,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001182,Tanvi Sai Mehta,UGF23AI173,B25,CSE-AIML-B,BIO0173,Right Ring,80.72,Excellent,2024-07-05,08:07:04,16:48:27,8.69,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001183,Hemant Lal Fulzele,UGF23AI174,C25,CSE-AIML-C,BIO0174,Right Ring,98.38,Good,2024-07-05,08:58:45,16:40:45,7.7,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001184,Vidya Rao Waghmare,UGF23AI175,A26,CSE-AIML-A,BIO0175,Right Middle,78.01,Good,2024-07-05,08:23:26,16:13:57,7.84,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001185,Vishal Das Kulkarni,UGF23AI176,B26,CSE-AIML-B,BIO0176,Right Index,75.52,Average,2024-07-05,08:03:18,16:14:40,8.19,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001186,Meera Lal Waghmare,UGF23AI177,C26,CSE-AIML-C,BIO0177,Right Thumb,80.42,Good,2024-07-05,08:31:40,16:02:56,7.52,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001187,Isha Mehta,UGF23AI178,A27,CSE-AIML-A,BIO0178,Right Middle,97.84,Good,2024-07-05,08:57:48,16:43:43,7.77,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001188,Rahul Sai Jadhav,UGF23AI181,A28,CSE-AIML-A,BIO0181,Right Ring,84.39,Good,2024-07-05,08:41:04,16:20:31,7.66,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001189,Pallavi Devi Pillai,UGF23AI182,B28,CSE-AIML-B,BIO0182,Right Middle,77.19,Excellent,2024-07-05,08:01:25,16:27:40,8.44,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001190,Ekta Raj Vaidya,UGF23AI183,C28,CSE-AIML-C,BIO0183,Right Little,75.19,Excellent,2024-07-05,08:42:17,16:19:20,7.62,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001191,Sneha Lal,UGF23AI184,A29,CSE-AIML-A,BIO0184,Right Little,86.08,Average,2024-07-05,08:31:31,16:29:53,7.97,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001192,Zara Kumar Deshpande,UGF23AI185,B29,CSE-AIML-B,BIO0185,Right Thumb,93.6,Good,2024-07-05,08:08:20,16:25:17,8.28,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001193,Neha Rao Banerjee,UGF23AI186,C29,CSE-AIML-C,BIO0186,Right Little,85.16,Excellent,2024-07-05,08:03:40,16:57:11,8.89,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001194,Jayesh Junghare,UGF23AI187,A30,CSE-AIML-A,BIO0187,Right Little,80.4,Good,2024-07-05,08:38:25,16:53:12,8.25,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001195,Bhavna Das Bhosale,UGF23AI188,B30,CSE-AIML-B,BIO0188,Right Middle,82.04,Good,2024-07-05,08:57:57,16:43:39,7.76,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001196,Dhruv Mukherjee,UGF23AI189,C30,CSE-AIML-C,BIO0189,Right Thumb,90.99,Good,2024-07-05,08:21:24,16:23:13,8.03,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001197,Chandra Sai Wagh,UGF23AI190,A31,CSE-AIML-A,BIO0190,Right Index,83.96,Excellent,2024-07-05,08:34:14,16:36:14,8.03,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001198,Yogesh Devi Bhosale,UGF23AI191,B31,CSE-AIML-B,BIO0191,Right Middle,84.8,Good,2024-07-05,08:33:57,16:05:34,7.53,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001199,Seema Lal Nambiar,UGF23AI192,C31,CSE-AIML-C,BIO0192,Right Index,78.98,Excellent,2024-07-05,08:50:50,16:18:30,7.46,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001200,Farhan Das,UGF23AI193,A32,CSE-AIML-A,BIO0193,Right Thumb,89.33,Good,2024-07-05,08:20:19,16:20:35,8.0,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001201,Omkar Kumar,UGF23AI194,B32,CSE-AIML-B,BIO0194,Right Thumb,86.13,Good,2024-07-05,08:45:56,16:33:50,7.8,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001202,Ramesh Ghosh,UGF23AI195,C32,CSE-AIML-C,BIO0195,Right Index,78.63,Excellent,2024-07-05,08:46:39,16:22:48,7.6,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001203,Lalit Unde,UGF23AI196,A33,CSE-AIML-A,BIO0196,Right Middle,90.08,Excellent,2024-07-05,08:44:16,16:02:38,7.31,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001204,Chandra Devi Banerjee,UGF23AI198,C33,CSE-AIML-C,BIO0198,Right Index,82.44,Good,2024-07-05,08:17:29,16:25:24,8.13,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001205,Yash Ghosh,UGF23AI199,A34,CSE-AIML-A,BIO0199,Right Middle,95.95,Good,2024-07-05,08:23:38,16:03:23,7.66,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001206,Om Bhatia,UGF23AI200,B34,CSE-AIML-B,BIO0200,Right Middle,96.13,Poor,2024-07-05,08:52:50,16:03:14,7.17,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001207,Chetan Ingole,UGF23AI201,C34,CSE-AIML-C,BIO0201,Right Little,93.97,Average,2024-07-05,08:25:51,16:13:43,7.8,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001208,Dayanand Rao Zende,UGF23AI202,A35,CSE-AIML-A,BIO0202,Right Middle,82.63,Excellent,2024-07-05,08:03:13,16:27:04,8.4,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001209,Ravi Hegde,UGF23AI203,B35,CSE-AIML-B,BIO0203,Right Little,81.38,Good,2024-07-05,08:00:08,16:26:11,8.43,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001210,Priti Ram Dubey,UGF23AI204,C35,CSE-AIML-C,BIO0204,Right Index,92.47,Good,2024-07-05,08:39:38,16:05:41,7.43,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001211,Firoz Unde,UGF23AI205,A36,CSE-AIML-A,BIO0205,Right Index,81.65,Average,2024-07-05,08:46:00,16:07:57,7.37,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001212,Iqbal Ingle,UGF23AI206,B36,CSE-AIML-B,BIO0206,Right Little,90.19,Good,2024-07-05,08:55:28,16:49:37,7.9,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001213,Sarita Devi Unde,UGF23AI207,C36,CSE-AIML-C,BIO0207,Right Little,88.41,Average,2024-07-05,08:04:54,16:01:13,7.94,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001214,Rekha Nath Tiwari,UGF23AI209,B37,CSE-AIML-B,BIO0209,Right Thumb,86.54,Excellent,2024-07-05,08:29:56,16:04:26,7.58,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001215,Seema Mane,UGF23AI210,C37,CSE-AIML-C,BIO0210,Right Middle,86.94,Good,2024-07-05,08:10:59,16:53:48,8.71,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001216,Vikas Prasad Nair,UGF23AI212,B38,CSE-AIML-B,BIO0212,Right Ring,81.36,Good,2024-07-05,08:00:05,16:27:37,8.46,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001217,Kiran Chand Mishra,UGF23AI213,C38,CSE-AIML-C,BIO0213,Right Middle,88.7,Excellent,2024-07-05,08:12:33,16:54:32,8.7,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001218,Dev Das Londhe,UGF23AI214,A39,CSE-AIML-A,BIO0214,Right Little,87.84,Average,2024-07-05,08:27:10,16:41:20,8.24,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001219,Fatima Ram Upadhyay,UGF23AI215,B39,CSE-AIML-B,BIO0215,Right Ring,92.11,Good,2024-07-05,08:52:02,16:32:31,7.67,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001220,Soham Iyer,UGF23AI216,C39,CSE-AIML-C,BIO0216,Right Index,94.4,Average,2024-07-05,08:27:34,16:02:01,7.57,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001221,Tanvi Nath Chopra,UGF23AI217,A40,CSE-AIML-A,BIO0217,Right Index,86.97,Average,2024-07-05,08:50:27,16:21:15,7.51,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001222,Gunjan Devi Rao,UGF23AI218,B40,CSE-AIML-B,BIO0218,Right Little,93.26,Good,2024-07-05,08:34:29,16:13:01,7.64,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001223,Zara Lal Zende,UGF23AI219,C40,CSE-AIML-C,BIO0219,Right Ring,79.97,Good,2024-07-05,08:16:37,16:32:50,8.27,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001224,Wasim Bala Nair,UGF23AI220,A41,CSE-AIML-A,BIO0220,Right Middle,95.6,Good,2024-07-05,08:10:36,16:55:12,8.74,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001225,Lalita Gaikwad,UGF23AI221,B41,CSE-AIML-B,BIO0221,Right Thumb,94.66,Average,2024-07-05,08:48:47,16:43:24,7.91,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001226,Mahesh Wagh,UGF23AI222,C41,CSE-AIML-C,BIO0222,Right Ring,78.87,Good,2024-07-05,08:23:50,16:57:09,8.56,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001227,Meera Ram Chatterjee,UGF23AI223,A42,CSE-AIML-A,BIO0223,Right Index,99.43,Good,2024-07-05,08:52:32,16:47:27,7.92,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001228,Ishaan Raj Wagh,UGF23AI224,B42,CSE-AIML-B,BIO0224,Right Index,94.68,Average,2024-07-05,08:38:14,16:41:08,8.05,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001229,Farhan Bala Pawar,UGF23AI225,C42,CSE-AIML-C,BIO0225,Right Ring,95.8,Good,2024-07-05,08:21:24,16:34:43,8.22,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001230,Aditi Prasad Hivrale,UGF23AI226,A43,CSE-AIML-A,BIO0226,Right Ring,79.55,Excellent,2024-07-05,08:36:58,16:43:09,8.1,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001231,Urmila Zende,UGF23AI227,B43,CSE-AIML-B,BIO0227,Right Thumb,89.44,Excellent,2024-07-05,08:01:29,16:37:46,8.6,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001232,Varun Prakash Raut,UGF23AI228,C43,CSE-AIML-C,BIO0228,Right Middle,85.78,Excellent,2024-07-05,08:34:08,16:23:28,7.82,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001233,Nandini Kumar Ingle,UGF23AI230,B44,CSE-AIML-B,BIO0230,Right Little,95.1,Excellent,2024-07-05,08:31:50,16:24:45,7.88,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001234,Vidya Das Kumar,UGF23AI231,C44,CSE-AIML-C,BIO0231,Right Thumb,75.06,Good,2024-07-05,08:20:45,16:25:08,8.07,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001235,Gajanan Raj Tiwari,UGF23AI232,A45,CSE-AIML-A,BIO0232,Right Ring,77.37,Good,2024-07-05,08:52:34,16:06:33,7.23,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001236,Pankaj Das Upadhyay,UGF23AI233,B45,CSE-AIML-B,BIO0233,Right Middle,87.21,Good,2024-07-05,08:09:40,16:36:34,8.45,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001237,Faisal Naik,UGF23AI234,C45,CSE-AIML-C,BIO0234,Right Middle,96.7,Excellent,2024-07-05,08:56:33,16:40:06,7.73,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001238,Tariq Thakur,UGF23AI235,A46,CSE-AIML-A,BIO0235,Right Thumb,84.24,Good,2024-07-05,08:47:54,16:45:18,7.96,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001239,Chirag Prasad Dalvi,UGF23AI236,B46,CSE-AIML-B,BIO0236,Right Index,83.96,Good,2024-07-05,08:30:42,16:43:42,8.22,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001240,Onkar Raj Pillai,UGF23AI237,C46,CSE-AIML-C,BIO0237,Right Thumb,95.17,Average,2024-07-05,08:49:01,16:49:36,8.01,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001241,Aditi Bala Bhange,UGF23AI238,A47,CSE-AIML-A,BIO0238,Right Ring,82.72,Good,2024-07-05,08:17:43,16:02:37,7.75,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001242,Firoz Reddy,UGF23AI239,B47,CSE-AIML-B,BIO0239,Right Middle,94.5,Excellent,2024-07-05,08:09:56,16:38:04,8.47,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001243,Girish Prasad Deshpande,UGF23AI240,C47,CSE-AIML-C,BIO0240,Right Thumb,89.49,Excellent,2024-07-05,08:59:33,16:15:04,7.26,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001244,Anjali Das Mishra,UGF23AI241,A48,CSE-AIML-A,BIO0241,Right Index,92.96,Excellent,2024-07-05,08:58:36,16:58:37,8.0,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001245,Ravi Das Tiwari,UGF23AI242,B48,CSE-AIML-B,BIO0242,Right Middle,85.61,Excellent,2024-07-05,08:41:56,16:03:28,7.36,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001246,Vidya Nair,UGF23AI243,C48,CSE-AIML-C,BIO0243,Right Thumb,92.85,Poor,2024-07-05,08:20:26,16:36:18,8.26,RDR-BIO-000,ZKTeco K40,Main Gate
GATE0001247,Vidya Shankar Gite,UGF23AI244,A49,CSE-AIML-A,BIO0244,Right Thumb,85.74,Good,2024-07-05,08:15:51,16:40:34,8.41,RDR-BIO-000,ZKTeco K40,Main Gate
