student_id,full_name,roll_number,class_section,biometric_id,subject_code,subject_name,total_classes,present,late,absent,failed_scans,attendance_pct,detention_status
UGF23AI258,Deepika Kumar,C53,CSE-AIML-C,BIO0258,AIPC355T,Data Engineering,44,28,5,11,0,75.0,OK
UGF23AI259,Deepika Kharat,A54,CSE-AIML-A,BIO0259,AIPC355T,Data Engineering,44,20,2,22,0,50.0,DETAINED
UGF23AI260,Seema Sai Chopra,B54,CSE-AIML-B,BIO0260,AIPC355T,Data Engineering,44,30,5,9,2,79.55,OK
UGF23AI261,Girish Bhange,C54,CSE-AIML-C,BIO0261,AIPC355T,Data Engineering,44,37,2,5,6,88.64,OK
UGF23AI262,Gaurav Hivrale,A55,CSE-AIML-A,BIO0262,AIPC355T,Data Engineering,44,41,3,0,3,100.0,OK
UGF23AI263,Vidya Chand Waghmare,B55,CSE-AIML-B,BIO0263,AIPC355T,Data Engineering,44,28,5,11,1,75.0,OK
UGF23AI264,Esha Das Bhange,C55,CSE-AIML-C,BIO0264,AIPC355T,Data Engineering,44,23,8,13,3,70.45,DETAINED
UGF23AI265,Divya Ram Junghare,A56,CSE-AIML-A,BIO0265,AIPC355T,Data Engineering,44,25,5,14,1,68.18,DETAINED
UGF23AI266,Geeta Prakash Nair,B56,CSE-AIML-B,BIO0266,AIPC355T,Data Engineering,44,26,3,15,4,65.91,DETAINED
UGF23AI267,Jiya Devi Hatwar,C56,CSE-AIML-C,BIO0267,AIPC355T,Data Engineering,44,22,2,20,2,54.55,DETAINED
UGF23AI268,Aditya Pillai,A57,CSE-AIML-A,BIO0268,AIPC355T,Data Engineering,44,32,3,9,1,79.55,OK
UGF23AI269,Nikhil Prakash Bhatia,B57,CSE-AIML-B,BIO0269,AIPC355T,Data Engineering,44,30,3,11,1,75.0,OK
UGF23AI270,Sakshi Ingle,C57,CSE-AIML-C,BIO0270,AIPC355T,Data Engineering,44,29,5,10,1,77.27,OK
UGF23AI271,Kiran Tiwari,A58,CSE-AIML-A,BIO0271,AIPC355T,Data Engineering,44,27,3,14,2,68.18,DETAINED
UGF23AI272,Sneha Prakash Londhe,B58,CSE-AIML-B,BIO0272,AIPC355T,Data Engineering,44,34,4,6,1,86.36,OK
UGF23AI273,Dev Sai Pawar,C58,CSE-AIML-C,BIO0273,AIPC355T,Data Engineering,44,27,7,10,3,77.27,OK
UGF23AI274,Mithun Sai Waghmare,A59,CSE-AIML-A,BIO0274,AIPC355T,Data Engineering,44,38,5,1,1,97.73,OK
UGF23AI275,Vishal Sai Shah,B59,CSE-AIML-B,BIO0275,AIPC355T,Data Engineering,44,27,2,15,3,65.91,DETAINED
UGF23AI276,Anika Shah,C59,CSE-AIML-C,BIO0276,AIPC355T,Data Engineering,44,24,4,16,3,63.64,DETAINED
UGF23AI277,Ekta Chatterjee,A60,CSE-AIML-A,BIO0277,AIPC355T,Data Engineering,44,25,3,16,2,63.64,DETAINED
UGF23AI278,Disha Sai Lokhande,B60,CSE-AIML-B,BIO0278,AIPC355T,Data Engineering,44,25,0,19,0,56.82,DETAINED
UGF23AI279,Ila Devi Dange,C60,CSE-AIML-C,BIO0279,AIPC355T,Data Engineering,44,34,3,7,1,84.09,OK
UGF23AI280,Kalpesh Prakash Hande,A61,CSE-AIML-A,BIO0280,AIPC355T,Data Engineering,44,28,5,11,3,75.0,OK
UGF23AI281,Rohit Bala Mehta,B61,CSE-AIML-B,BIO0281,AIPC355T,Data Engineering,44,34,5,5,1,88.64,OK
UGF23AI282,Onkar Nath Ambhore,C61,CSE-AIML-C,BIO0282,AIPC355T,Data Engineering,44,36,4,4,2,90.91,OK
UGF23AI283,Disha Pawar,A62,CSE-AIML-A,BIO0283,AIPC355T,Data Engineering,44,31,2,11,2,75.0,OK
UGF23AI284,Soham Nath Kale,B62,CSE-AIML-B,BIO0284,AIPC355T,Data Engineering,44,34,5,5,1,88.64,OK
UGF23AI285,Ila Raj Ingole,C62,CSE-AIML-C,BIO0285,AIPC355T,Data Engineering,44,37,3,4,1,90.91,OK
UGF23AI286,Rohit Shankar Hande,A63,CSE-AIML-A,BIO0286,AIPC355T,Data Engineering,44,33,1,10,1,77.27,OK
UGF23AI287,Indira Bhatia,B63,CSE-AIML-B,BIO0287,AIPC355T,Data Engineering,44,39,3,2,2,95.45,OK
UGF23AI288,Babita Lal Kulkarni,C63,CSE-AIML-C,BIO0288,AIPC355T,Data Engineering,44,28,5,11,1,75.0,OK
UGF23AI289,Hemant Chand More,A64,CSE-AIML-A,BIO0289,AIPC355T,Data Engineering,44,38,5,1,5,97.73,OK
UGF23AI290,Tariq Shankar Pawar,B64,CSE-AIML-B,BIO0290,AIPC355T,Data Engineering,44,28,2,14,3,68.18,DETAINED
UGF23AI291,Mukesh Verma,C64,CSE-AIML-C,BIO0291,AIPC355T,Data Engineering,44,24,5,15,0,65.91,DETAINED
UGF23AI292,Anjali Chand Nair,A65,CSE-AIML-A,BIO0292,AIPC355T,Data Engineering,44,28,3,13,2,70.45,DETAINED
UGF23AI293,Divya Lal Hande,B65,CSE-AIML-B,BIO0293,AIPC355T,Data Engineering,44,26,2,16,3,63.64,DETAINED
UGF23AI294,Harsha Prasad Shah,C65,CSE-AIML-C,BIO0294,AIPC355T,Data Engineering,44,32,4,8,2,81.82,OK
UGF23AI295,Ekta Shankar Yadav,A66,CSE-AIML-A,BIO0295,AIPC355T,Data Engineering,44,33,3,8,1,81.82,OK
UGF23AI296,Manish Das Upadhyay,B66,CSE-AIML-B,BIO0296,AIPC355T,Data Engineering,44,26,2,16,3,63.64,DETAINED
UGF23AI297,Jatin Ghosh,C66,CSE-AIML-C,BIO0297,AIPC355T,Data Engineering,44,37,7,0,1,100.0,OK
UGF23AI298,Nilesh Ram Kulkarni,A67,CSE-AIML-A,BIO0298,AIPC355T,Data Engineering,44,26,6,12,2,72.73,DETAINED
UGF23AI299,Bhavna Raj Bhosale,B67,CSE-AIML-B,BIO0299,AIPC355T,Data Engineering,44,29,0,15,2,65.91,DETAINED
UGF23AI300,Gaurav Jain,C67,CSE-AIML-C,BIO0300,AIPC355T,Data Engineering,44,31,1,12,5,72.73,DETAINED
UGF23AI301,Kalpesh Mishra,A68,CSE-AIML-A,BIO0301,AIPC355T,Data Engineering,44,24,2,18,5,59.09,DETAINED
UGF23AI302,Lakshmi Chand Patil,B68,CSE-AIML-B,BIO0302,AIPC355T,Data Engineering,44,32,8,4,1,90.91,OK
UGF23AI303,Nikhil Rao Agarwal,C68,CSE-AIML-C,BIO0303,AIPC355T,Data Engineering,44,29,4,11,2,75.0,OK
UGF23AI304,Mohit Nath Kumar,A69,CSE-AIML-A,BIO0304,AIPC355T,Data Engineering,44,32,1,11,1,75.0,OK
UGF23AI305,Iqbal Raj Chopra,B69,CSE-AIML-B,BIO0305,AIPC355T,Data Engineering,44,26,4,14,1,68.18,DETAINED
UGF23AI306,Esha Bala Pandey,C69,CSE-AIML-C,BIO0306,AIPC355T,Data Engineering,44,37,3,4,2,90.91,OK
UGF23AI307,Abhishek Kumar Fernandes,A70,CSE-AIML-A,BIO0307,AIPC355T,Data Engineering,44,0,0,44,0,0.0,DETAINED
UGF23AI308,Harsha Raj Mukherjee,B70,CSE-AIML-B,BIO0308,AIPC355T,Data Engineering,44,28,5,11,1,75.0,OK
UGF23AI309,Lakshmi Das Wagh,C70,CSE-AIML-C,BIO0309,AIPC355T,Data Engineering,44,25,2,17,2,61.36,DETAINED
UGF23AI310,Nikhil Lokhande,A71,CSE-AIML-A,BIO0310,AIPC355T,Data Engineering,44,32,7,5,2,88.64,OK
UGF23AI311,Bharat Singh,B71,CSE-AIML-B,BIO0311,AIPC355T,Data Engineering,44,24,4,16,1,63.64,DETAINED
UGF23AI312,Girish Ambhore,C71,CSE-AIML-C,BIO0312,AIPC355T,Data Engineering,44,27,1,16,2,63.64,DETAINED
UGF23AI313,Tariq Prakash More,A72,CSE-AIML-A,BIO0313,AIPC355T,Data Engineering,44,25,4,15,0,65.91,DETAINED
UGF23AI314,Yamini Ram Patil,B72,CSE-AIML-B,BIO0314,AIPC355T,Data Engineering,44,28,2,14,2,68.18,DETAINED
UGF23AI315,Om Chand Upadhyay,C72,CSE-AIML-C,BIO0315,AIPC355T,Data Engineering,44,27,4,13,2,70.45,DETAINED
UGF23AI316,Manish Sai Iyer,A73,CSE-AIML-A,BIO0316,AIPC355T,Data Engineering,44,22,7,15,0,65.91,DETAINED
UGF23AI317,Siddharth Nath Patel,B73,CSE-AIML-B,BIO0317,AIPC355T,Data Engineering,44,0,0,44,0,0.0,DETAINED
UGF23AI318,Rohit Chand Vaghmare,C73,CSE-AIML-C,BIO0318,AIPC355T,Data Engineering,44,33,7,4,0,90.91,OK
UGF23AI319,Anika Rao Bhange,A74,CSE-AIML-A,BIO0319,AIPC355T,Data Engineering,44,24,2,18,0,59.09,DETAINED
UGF23AI320,Rekha Kumar Fernandes,B74,CSE-AIML-B,BIO0320,AIPC355T,Data Engineering,44,34,4,6,1,86.36,OK
UGF23AI321,Yamini Londhe,C74,CSE-AIML-C,BIO0321,AIPC355T,Data Engineering,44,33,2,9,2,79.55,OK
UGF23AI322,Nisha Kharat,A75,CSE-AIML-A,BIO0322,AIPC355T,Data Engineering,44,36,6,2,1,95.45,OK
UGF23AI323,Kamla Kumar,B75,CSE-AIML-B,BIO0323,AIPC355T,Data Engineering,44,25,5,14,1,68.18,DETAINED
UGF23AI324,Gunjan Devi Fernandes,C75,CSE-AIML-C,BIO0324,AIPC355T,Data Engineering,44,38,4,2,3,95.45,OK
UGF23AI325,Gunjan Sai Pawar,A76,CSE-AIML-A,BIO0325,AIPC355T,Data Engineering,44,32,2,10,0,77.27,OK
UGF23AI326,Vanshika Chand Shah,B76,CSE-AIML-B,BIO0326,AIPC355T,Data Engineering,44,37,7,0,4,100.0,OK
UGF23AI327,Nikhil Hivrale,C76,CSE-AIML-C,BIO0327,AIPC355T,Data Engineering,44,33,3,8,2,81.82,OK
UGF23AI328,Chetna Yadav,A77,CSE-AIML-A,BIO0328,AIPC355T,Data Engineering,44,38,5,1,3,97.73,OK
UGF23AI329,Pallavi Prasad Banerjee,B77,CSE-AIML-B,BIO0329,AIPC355T,Data Engineering,44,30,3,11,1,75.0,OK
UGF23AI330,Omkar Chand Lal,C77,CSE-AIML-C,BIO0330,AIPC355T,Data Engineering,44,39,4,1,3,97.73,OK
UGF23AI331,Isha Mane,A78,CSE-AIML-A,BIO0331,AIPC355T,Data Engineering,44,35,7,2,0,95.45,OK
UGF23AI332,Ramesh Shankar Kulkarni,B78,CSE-AIML-B,BIO0332,AIPC355T,Data Engineering,44,30,4,10,3,77.27,OK
UGF23AI333,Chetna Ram Upadhyay,C78,CSE-AIML-C,BIO0333,AIPC355T,Data Engineering,44,38,3,3,5,93.18,OK
UGF23AI334,Esha Prasad Vaidya,A79,CSE-AIML-A,BIO0334,AIPC355T,Data Engineering,44,27,3,14,2,68.18,DETAINED
UGF23AI335,Gunjan Ram Nambiar,B79,CSE-AIML-B,BIO0335,AIPC355T,Data Engineering,44,34,10,0,1,100.0,OK
UGF23AI336,Ritika Lal Ahuja,C79,CSE-AIML-C,BIO0336,AIPC355T,Data Engineering,44,33,5,6,1,86.36,OK
UGF23AI337,Jagdish More,A80,CSE-AIML-A,BIO0337,AIPC355T,Data Engineering,44,22,3,19,1,56.82,DETAINED
UGF23AI338,Farhan Shankar Mishra,B80,CSE-AIML-B,BIO0338,AIPC355T,Data Engineering,44,29,1,14,1,68.18,DETAINED
UGF23AI339,Sumit Jadhav,C80,CSE-AIML-C,BIO0339,AIPC355T,Data Engineering,44,33,3,8,3,81.82,OK
UGF23AI340,Neha Kaur,A81,CSE-AIML-A,BIO0340,AIPC355T,Data Engineering,44,27,2,15,3,65.91,DETAINED
UGF23AI341,Jatin Bala Upadhyay,B81,CSE-AIML-B,BIO0341,AIPC355T,Data Engineering,44,31,3,10,1,77.27,OK
UGF23AI342,Indira Vaidya,C81,CSE-AIML-C,BIO0342,AIPC355T,Data Engineering,44,23,2,19,1,56.82,DETAINED
UGF23AI343,Wasim Das Mishra,A82,CSE-AIML-A,BIO0343,AIPC355T,Data Engineering,44,36,5,3,4,93.18,OK
UGF23AI344,Faisal Shankar Gaikwad,B82,CSE-AIML-B,BIO0344,AIPC355T,Data Engineering,44,31,3,10,0,77.27,OK
UGF23AI345,Gajanan Chand Ambhore,C82,CSE-AIML-C,BIO0345,AIPC355T,Data Engineering,44,35,3,6,1,86.36,OK
UGF23AI346,Kunal Gupta,A83,CSE-AIML-A,BIO0346,AIPC355T,Data Engineering,44,27,3,14,2,68.18,DETAINED
UGF23AI347,Amol Lal Tiwari,B83,CSE-AIML-B,BIO0347,AIPC355T,Data Engineering,44,0,0,44,0,0.0,DETAINED
UGF23AI348,Aarav Upadhyay,C83,CSE-AIML-C,BIO0348,AIPC355T,Data Engineering,44,34,7,3,1,93.18,OK
UGF23AI349,Eshaan Kumar Kumar,A84,CSE-AIML-A,BIO0349,AIPC355T,Data Engineering,44,25,3,16,1,63.64,DETAINED
UGF23AI350,Farhan Rao Banerjee,B84,CSE-AIML-B,BIO0350,AIPC355T,Data Engineering,44,28,4,12,3,72.73,DETAINED
UGF23AI351,Gunjan Lal Gaikwad,C84,CSE-AIML-C,BIO0351,AIPC355T,Data Engineering,44,21,9,14,3,68.18,DETAINED
UGF23AI352,Anjali Raj Naik,A85,CSE-AIML-A,BIO0352,AIPC355T,Data Engineering,44,27,2,15,0,65.91,DETAINED
UGF23AI353,Dhruv Prasad Zende,B85,CSE-AIML-B,BIO0353,AIPC355T,Data Engineering,44,27,4,13,0,70.45,DETAINED
UGF23AI354,Iqbal Prasad Salve,C85,CSE-AIML-C,BIO0354,AIPC355T,Data Engineering,44,27,4,13,0,70.45,DETAINED
UGF23AI355,Hina Bala Agarwal,A86,CSE-AIML-A,BIO0355,AIPC355T,Data Engineering,44,28,1,15,1,65.91,DETAINED
UGF23AI356,Harsha Joshi,B86,CSE-AIML-B,BIO0356,AIPC355T,Data Engineering,44,31,8,5,0,88.64,OK
UGF23AI357,Anjali Ram Gangurde,C86,CSE-AIML-C,BIO0357,AIPC355T,Data Engineering,44,35,5,4,1,90.91,OK
UGF23AI358,Harsha Rao Gaikwad,A87,CSE-AIML-A,BIO0358,AIPC355T,Data Engineering,44,23,4,17,1,61.36,DETAINED
UGF23AI359,Bharat Raj Agarwal,B87,CSE-AIML-B,BIO0359,AIPC355T,Data Engineering,44,31,4,9,4,79.55,OK
UGF23AI360,Sumit Prasad Dalvi,C87,CSE-AIML-C,BIO0360,AIPC355T,Data Engineering,44,28,5,11,2,75.0,OK
UGF23AI361,Firoz Das Narwade,A88,CSE-AIML-A,BIO0361,AIPC355T,Data Engineering,44,37,2,5,4,88.64,OK
UGF23AI362,Divya Das,B88,CSE-AIML-B,BIO0362,AIPC355T,Data Engineering,44,31,4,9,0,79.55,OK
UGF23AI363,Madhuri Devi Pawar,C88,CSE-AIML-C,BIO0363,AIPC355T,Data Engineering,44,33,7,4,3,90.91,OK
UGF23AI364,Disha Shankar Kale,A89,CSE-AIML-A,BIO0364,AIPC355T,Data Engineering,44,30,2,12,1,72.73,DETAINED
UGF23AI365,Rajesh Das Hatwar,B89,CSE-AIML-B,BIO0365,AIPC355T,Data Engineering,44,30,3,11,3,75.0,OK
UGF23AI366,Kalpesh Shankar Ghosh,C89,CSE-AIML-C,BIO0366,AIPC355T,Data Engineering,44,35,5,4,2,90.91,OK
UGF23AI367,Madhuri Hande,A90,CSE-AIML-A,BIO0367,AIPC355T,Data Engineering,44,34,4,6,2,86.36,OK
UGF23AI368,Nisha Lal Shah,B90,CSE-AIML-B,BIO0368,AIPC355T,Data Engineering,44,0,0,44,0,0.0,DETAINED
UGF23AI369,Manish Sai Junghare,C90,CSE-AIML-C,BIO0369,AIPC355T,Data Engineering,44,39,5,0,1,100.0,OK
UGF23AI370,Lakshmi Nath Raut,A91,CSE-AIML-A,BIO0370,AIPC355T,Data Engineering,44,40,3,1,2,97.73,OK
UGF23AI371,Wasim Prasad Patel,B91,CSE-AIML-B,BIO0371,AIPC355T,Data Engineering,44,29,2,13,2,70.45,DETAINED
UGF23AI372,Bhushan Raj Kadam,C91,CSE-AIML-C,BIO0372,AIPC355T,Data Engineering,44,28,6,10,0,77.27,OK
UGF23AI373,Mukesh Ram Zende,A92,CSE-AIML-A,BIO0373,AIPC355T,Data Engineering,44,34,4,6,3,86.36,OK
UGF23AI374,Bhushan Iyer,B92,CSE-AIML-B,BIO0374,AIPC355T,Data Engineering,44,29,4,11,2,75.0,OK
UGF23AI375,Geeta Chand Hatwar,C92,CSE-AIML-C,BIO0375,AIPC355T,Data Engineering,44,33,3,8,4,81.82,OK
UGF23AI376,Faisal Kadam,A93,CSE-AIML-A,BIO0376,AIPC355T,Data Engineering,44,31,6,7,1,84.09,OK
UGF23AI377,Zara Das Kaur,B93,CSE-AIML-B,BIO0377,AIPC355T,Data Engineering,44,0,0,44,0,0.0,DETAINED
UGF23AI378,Zara Nambiar,C93,CSE-AIML-C,BIO0378,AIPC355T,Data Engineering,44,37,4,3,3,93.18,OK
UGF23AI379,Chetan Salve,A94,CSE-AIML-A,BIO0379,AIPC355T,Data Engineering,44,27,4,13,0,70.45,DETAINED
UGF23AI380,Mahesh Shankar Gangurde,B94,CSE-AIML-B,BIO0380,AIPC355T,Data Engineering,44,34,2,8,0,81.82,OK
UGF23AI381,Faisal Das Saxena,C94,CSE-AIML-C,BIO0381,AIPC355T,Data Engineering,44,33,7,4,3,90.91,OK
UGF23AI382,Geeta Raj Joshi,A95,CSE-AIML-A,BIO0382,AIPC355T,Data Engineering,44,26,1,17,2,61.36,DETAINED
UGF23AI383,Ravi Lal Bhosale,B95,CSE-AIML-B,BIO0383,AIPC355T,Data Engineering,44,32,4,8,5,81.82,OK
UGF23AI384,Gaurav Bala Jain,C95,CSE-AIML-C,BIO0384,AIPC355T,Data Engineering,44,26,8,10,4,77.27,OK
UGF23AI385,Om Gupta,A96,CSE-AIML-A,BIO0385,AIPC355T,Data Engineering,44,30,3,11,2,75.0,OK
UGF23AI386,Sarita Das Desai,B96,CSE-AIML-B,BIO0386,AIPC355T,Data Engineering,44,40,2,2,3,95.45,OK
UGF23AI387,Jayesh Nath Hatwar,C96,CSE-AIML-C,BIO0387,AIPC355T,Data Engineering,44,34,3,7,1,84.09,OK
UGF23AI388,Jiya Nath Junghare,A97,CSE-AIML-A,BIO0388,AIPC355T,Data Engineering,44,34,5,5,2,88.64,OK
UGF23AI389,Geeta Prakash Hande,B97,CSE-AIML-B,BIO0389,AIPC355T,Data Engineering,44,28,4,12,2,72.73,DETAINED
UGF23AI390,Urmila Pillai,C97,CSE-AIML-C,BIO0390,AIPC355T,Data Engineering,44,32,3,9,0,79.55,OK
UGF23AI391,Rekha Rao Singh,A98,CSE-AIML-A,BIO0391,AIPC355T,Data Engineering,44,27,4,13,3,70.45,DETAINED
UGF23AI392,Kedar Singh,B98,CSE-AIML-B,BIO0392,AIPC355T,Data Engineering,44,34,3,7,2,84.09,OK
UGF23AI393,Dhruv Das Takle,C98,CSE-AIML-C,BIO0393,AIPC355T,Data Engineering,44,29,2,13,3,70.45,DETAINED
UGF23AI394,Om Nath Londhe,A99,CSE-AIML-A,BIO0394,AIPC355T,Data Engineering,44,31,8,5,2,88.64,OK
UGF23AI395,Hina Kumar Pandey,B99,CSE-AIML-B,BIO0395,AIPC355T,Data Engineering,44,40,3,1,3,97.73,OK
UGF23AI396,Wasim Prakash Ingle,C99,CSE-AIML-C,BIO0396,AIPC355T,Data Engineering,44,28,2,14,0,68.18,DETAINED
UGF23AI397,Nandini Deshpande,A100,CSE-AIML-A,BIO0397,AIPC355T,Data Engineering,44,25,4,15,0,65.91,DETAINED
UGF23AI398,Babita Fulzele,B100,CSE-AIML-B,BIO0398,AIPC355T,Data Engineering,44,31,3,10,2,77.27,OK
UGF23AI399,Hitesh Sai Takle,C100,CSE-AIML-C,BIO0399,AIPC355T,Data Engineering,44,32,6,6,0,86.36,OK
UGF23AI100,Namrata Prasad Patel,A01,CSE-AIML-A,BIO0100,AIPC351T,Generative AI & Prompt Eng,44,26,3,15,0,65.91,DETAINED
UGF23AI101,Jatin Kumar Ambhore,B01,CSE-AIML-B,BIO0101,AIPC351T,Generative AI & Prompt Eng,44,32,3,9,0,79.55,OK
UGF23AI102,Mohit Shankar Gaikwad,C01,CSE-AIML-C,BIO0102,AIPC351T,Generative AI & Prompt Eng,44,29,3,12,0,72.73,DETAINED
UGF23AI103,Suresh Londhe,A02,CSE-AIML-A,BIO0103,AIPC351T,Generative AI & Prompt Eng,44,33,7,4,1,90.91,OK
UGF23AI104,Anjali Nath More,B02,CSE-AIML-B,BIO0104,AIPC351T,Generative AI & Prompt Eng,44,29,5,10,2,77.27,OK
UGF23AI105,Vikas Raj Mukherjee,C02,CSE-AIML-C,BIO0105,AIPC351T,Generative AI & Prompt Eng,44,22,3,19,0,56.82,DETAINED
UGF23AI106,Manish Das Ambhore,A03,CSE-AIML-A,BIO0106,AIPC351T,Generative AI & Prompt Eng,44,30,10,4,3,90.91,OK
UGF23AI107,Mohit Nath Gangurde,B03,CSE-AIML-B,BIO0107,AIPC351T,Generative AI & Prompt Eng,44,36,2,6,2,86.36,OK
UGF23AI108,Kamla Ram Mehta,C03,CSE-AIML-C,BIO0108,AIPC351T,Generative AI & Prompt Eng,44,36,1,7,4,84.09,OK
UGF23AI109,Mohit Rao Agarwal,A04,CSE-AIML-A,BIO0109,AIPC351T,Generative AI & Prompt Eng,44,27,2,15,2,65.91,DETAINED
UGF23AI110,Farhan Nair,B04,CSE-AIML-B,BIO0110,AIPC351T,Generative AI & Prompt Eng,44,39,5,0,2,100.0,OK
UGF23AI111,Mithun Iyer,C04,CSE-AIML-C,BIO0111,AIPC351T,Generative AI & Prompt Eng,44,29,3,12,1,72.73,DETAINED
UGF23AI112,Ravi Kumar Joshi,A05,CSE-AIML-A,BIO0112,AIPC351T,Generative AI & Prompt Eng,44,33,5,6,3,86.36,OK
UGF23AI113,Farhan Dange,B05,CSE-AIML-B,BIO0113,AIPC351T,Generative AI & Prompt Eng,44,33,7,4,1,90.91,OK
UGF23AI114,Onkar Prasad Mishra,C05,CSE-AIML-C,BIO0114,AIPC351T,Generative AI & Prompt Eng,44,36,5,3,1,93.18,OK
UGF23AI115,Divya Zende,A06,CSE-AIML-A,BIO0115,AIPC351T,Generative AI & Prompt Eng,44,37,5,2,4,95.45,OK
UGF23AI116,Nikhil Prakash Hatwar,B06,CSE-AIML-B,BIO0116,AIPC351T,Generative AI & Prompt Eng,44,31,6,7,3,84.09,OK
UGF23AI117,Bhushan Raj Chatterjee,C06,CSE-AIML-C,BIO0117,AIPC351T,Generative AI & Prompt Eng,44,28,9,7,1,84.09,OK
UGF23AI118,Gunjan Pandey,A07,CSE-AIML-A,BIO0118,AIPC351T,Generative AI & Prompt Eng,44,29,4,11,0,75.0,OK
UGF23AI119,Fatima Lal Ahuja,B07,CSE-AIML-B,BIO0119,AIPC351T,Generative AI & Prompt Eng,44,35,7,2,4,95.45,OK
UGF23AI120,Farhan Devi Pandey,C07,CSE-AIML-C,BIO0120,AIPC351T,Generative AI & Prompt Eng,44,38,4,2,1,95.45,OK
UGF23AI121,Manish Chand Mehta,A08,CSE-AIML-A,BIO0121,AIPC351T,Generative AI & Prompt Eng,44,25,6,13,2,70.45,DETAINED
UGF23AI122,Iqbal Raj Pillai,B08,CSE-AIML-B,BIO0122,AIPC351T,Generative AI & Prompt Eng,44,38,1,5,0,88.64,OK
UGF23AI123,Kavya Devi Yadav,C08,CSE-AIML-C,BIO0123,AIPC351T,Generative AI & Prompt Eng,44,0,0,44,0,0.0,DETAINED
UGF23AI124,Priya Das Shah,A09,CSE-AIML-A,BIO0124,AIPC351T,Generative AI & Prompt Eng,44,40,4,0,0,100.0,OK
UGF23AI125,Hina Das Thakur,B09,CSE-AIML-B,BIO0125,AIPC351T,Generative AI & Prompt Eng,44,23,6,15,0,65.91,DETAINED
UGF23AI126,Rajesh Shankar Chavan,C09,CSE-AIML-C,BIO0126,AIPC351T,Generative AI & Prompt Eng,44,24,2,18,0,59.09,DETAINED
UGF23AI127,Indira Sai Hegde,A10,CSE-AIML-A,BIO0127,AIPC351T,Generative AI & Prompt Eng,44,36,5,3,2,93.18,OK
UGF23AI128,Amrita Shankar Londhe,B10,CSE-AIML-B,BIO0128,AIPC351T,Generative AI & Prompt Eng,44,34,7,3,1,93.18,OK
UGF23AI129,Chetna Lal Ghosh,C10,CSE-AIML-C,BIO0129,AIPC351T,Generative AI & Prompt Eng,44,29,8,7,2,84.09,OK
UGF23AI130,Lalit Shankar Salve,A11,CSE-AIML-A,BIO0130,AIPC351T,Generative AI & Prompt Eng,44,27,5,12,1,72.73,DETAINED
UGF23AI131,Pooja Lal Patel,B11,CSE-AIML-B,BIO0131,AIPC351T,Generative AI & Prompt Eng,44,31,2,11,1,75.0,OK
UGF23AI132,Abhishek Kumar Shah,C11,CSE-AIML-C,BIO0132,AIPC351T,Generative AI & Prompt Eng,44,40,3,1,1,97.73,OK
UGF23AI133,Indira Ram Ingole,A12,CSE-AIML-A,BIO0133,AIPC351T,Generative AI & Prompt Eng,44,36,2,6,0,86.36,OK
UGF23AI134,Wasim Nambiar,B12,CSE-AIML-B,BIO0134,AIPC351T,Generative AI & Prompt Eng,44,35,6,3,1,93.18,OK
UGF23AI135,Dev Sai Dalvi,C12,CSE-AIML-C,BIO0135,AIPC351T,Generative AI & Prompt Eng,44,34,6,4,1,90.91,OK
UGF23AI136,Jagdish Naik,A13,CSE-AIML-A,BIO0136,AIPC351T,Generative AI & Prompt Eng,44,32,4,8,3,81.82,OK
UGF23AI137,Sarita Prakash Bhatia,B13,CSE-AIML-B,BIO0137,AIPC351T,Generative AI & Prompt Eng,44,21,4,19,0,56.82,DETAINED
UGF23AI138,Shruti Prakash Das,C13,CSE-AIML-C,BIO0138,AIPC351T,Generative AI & Prompt Eng,44,18,5,21,0,52.27,DETAINED
UGF23AI139,Zara Das Rao,A14,CSE-AIML-A,BIO0139,AIPC351T,Generative AI & Prompt Eng,44,29,5,10,3,77.27,OK
UGF23AI140,Sandeep Rao Bhatia,B14,CSE-AIML-B,BIO0140,AIPC351T,Generative AI & Prompt Eng,44,33,4,7,4,84.09,OK
UGF23AI141,Devika Shankar Joshi,C14,CSE-AIML-C,BIO0141,AIPC351T,Generative AI & Prompt Eng,44,35,4,5,0,88.64,OK
UGF23AI142,Chetan Devi Raut,A15,CSE-AIML-A,BIO0142,AIPC351T,Generative AI & Prompt Eng,44,39,3,2,2,95.45,OK
UGF23AI143,Siddharth Vaghmare,B15,CSE-AIML-B,BIO0143,AIPC351T,Generative AI & Prompt Eng,44,28,3,13,3,70.45,DETAINED
UGF23AI144,Tejas Ram Deshpande,C15,CSE-AIML-C,BIO0144,AIPC351T,Generative AI & Prompt Eng,44,26,4,14,3,68.18,DETAINED
UGF23AI145,Hina Ambhore,A16,CSE-AIML-A,BIO0145,AIPC351T,Generative AI & Prompt Eng,44,28,8,8,0,81.82,OK
UGF23AI146,Yogesh Rao Gangurde,B16,CSE-AIML-B,BIO0146,AIPC351T,Generative AI & Prompt Eng,44,35,8,1,0,97.73,OK
UGF23AI147,Abhishek Nath Ghosh,C16,CSE-AIML-C,BIO0147,AIPC351T,Generative AI & Prompt Eng,44,27,2,15,4,65.91,DETAINED
UGF23AI148,Chandra Kulkarni,A17,CSE-AIML-A,BIO0148,AIPC351T,Generative AI & Prompt Eng,44,31,5,8,0,81.82,OK
UGF23AI149,Om Raj Reddy,B17,CSE-AIML-B,BIO0149,AIPC351T,Generative AI & Prompt Eng,44,19,3,22,0,50.0,DETAINED
