template_id,biometric_id,student_id,full_name,finger_name,hand,minutiae_count,template_size_bytes,image_quality_score,enrollment_device,enrollment_date,template_format,status
FP-UGF23AI183-F06,BIO0183,UGF23AI183,Ekta Raj Vaidya,Left Index,Left,52,429,65,ZKTeco K40,2024-06-15,ISO 19794-2,Active
FP-UGF23AI184-F04,BIO0184,UGF23AI184,Sneha Lal,Right Little,Right,46,439,83,Secugen Hamster Pro,2024-06-09,ISO 19794-2,Active
FP-UGF23AI184-F05,BIO0184,UGF23AI184,Sneha Lal,Left Thumb,Left,44,433,69,Secugen Hamster Pro,2024-06-09,ISO 19794-2,Active
FP-UGF23AI185-F00,BIO0185,UGF23AI185,Zara Kumar Deshpande,Right Thumb,Right,37,401,60,Startek FM220U,2024-06-05,ISO 19794-2,Active
FP-UGF23AI185-F07,BIO0185,UGF23AI185,Zara Kumar Deshpande,Left Middle,Left,51,504,68,Startek FM220U,2024-06-05,ISO 19794-2,Active
FP-UGF23AI186-F04,BIO0186,UGF23AI186,Neha Rao Banerjee,Right Little,Right,40,436,90,Secugen Hamster Pro,2024-06-02,ISO 19794-2,Active
FP-UGF23AI186-F05,BIO0186,UGF23AI186,Neha Rao Banerjee,Left Thumb,Left,52,401,91,Secugen Hamster Pro,2024-06-02,ISO 19794-2,Active
FP-UGF23AI187-F04,BIO0187,UGF23AI187,Jayesh Junghare,Right Little,Right,66,461,79,ZKTeco SF100,2024-06-18,ISO 19794-2,Active
FP-UGF23AI187-F09,BIO0187,UGF23AI187,Jayesh Junghare,Left Little,Left,18,498,87,ZKTeco SF100,2024-06-18,ISO 19794-2,Active
FP-UGF23AI188-F02,BIO0188,UGF23AI188,Bhavna Das Bhosale,Right Middle,Right,69,437,98,ZKTeco SF100,2024-06-26,ISO 19794-2,Active
FP-UGF23AI188-F07,BIO0188,UGF23AI188,Bhavna Das Bhosale,Left Middle,Left,32,501,60,ZKTeco SF100,2024-06-26,ISO 19794-2,Active
FP-UGF23AI189-F00,BIO0189,UGF23AI189,Dhruv Mukherjee,Right Thumb,Right,53,447,72,Mantra MFS100,2024-06-05,ISO 19794-2,Active
FP-UGF23AI189-F07,BIO0189,UGF23AI189,Dhruv Mukherjee,Left Middle,Left,44,512,95,Mantra MFS100,2024-06-05,ISO 19794-2,Active
FP-UGF23AI190-F01,BIO0190,UGF23AI190,Chandra Sai Wagh,Right Index,Right,45,450,75,Mantra MFS100,2024-06-26,ISO 19794-2,Active
FP-UGF23AI190-F07,BIO0190,UGF23AI190,Chandra Sai Wagh,Left Middle,Left,28,491,84,Mantra MFS100,2024-06-26,ISO 19794-2,Active
FP-UGF23AI191-F02,BIO0191,UGF23AI191,Yogesh Devi Bhosale,Right Middle,Right,71,448,74,ZKTeco SF100,2024-06-16,ISO 19794-2,Active
FP-UGF23AI191-F06,BIO0191,UGF23AI191,Yogesh Devi Bhosale,Left Index,Left,34,410,87,ZKTeco SF100,2024-06-16,ISO 19794-2,Active
FP-UGF23AI192-F01,BIO0192,UGF23AI192,Seema Lal Nambiar,Right Index,Right,58,430,93,ZKTeco SF100,2024-06-18,ISO 19794-2,Active
FP-UGF23AI192-F08,BIO0192,UGF23AI192,Seema Lal Nambiar,Left Ring,Left,66,502,99,ZKTeco SF100,2024-06-18,ISO 19794-2,Active
FP-UGF23AI193-F00,BIO0193,UGF23AI193,Farhan Das,Right Thumb,Right,69,488,77,Startek FM220U,2024-06-22,ISO 19794-2,Active
FP-UGF23AI193-F09,BIO0193,UGF23AI193,Farhan Das,Left Little,Left,36,483,94,Startek FM220U,2024-06-22,ISO 19794-2,Active
FP-UGF23AI194-F00,BIO0194,UGF23AI194,Omkar Kumar,Right Thumb,Right,69,434,86,ZKTeco K40,2024-06-17,ISO 19794-2,Active
FP-UGF23AI194-F01,BIO0194,UGF23AI194,Omkar Kumar,Right Index,Right,30,509,64,ZKTeco K40,2024-06-17,ISO 19794-2,Active
FP-UGF23AI195-F01,BIO0195,UGF23AI195,Ramesh Ghosh,Right Index,Right,29,417,78,Secugen Hamster Pro,2024-06-11,ISO 19794-2,Active
FP-UGF23AI195-F00,BIO0195,UGF23AI195,Ramesh Ghosh,Right Thumb,Right,25,481,89,Secugen Hamster Pro,2024-06-11,ISO 19794-2,Active
FP-UGF23AI196-F02,BIO0196,UGF23AI196,Lalit Unde,Right Middle,Right,57,457,77,Mantra MFS100,2024-06-21,ISO 19794-2,Active
FP-UGF23AI196-F06,BIO0196,UGF23AI196,Lalit Unde,Left Index,Left,62,479,91,Mantra MFS100,2024-06-21,ISO 19794-2,Active
FP-UGF23AI197-F01,BIO0197,UGF23AI197,Ishaan Apte,Right Index,Right,30,441,61,Secugen Hamster Pro,2024-06-03,ISO 19794-2,Inactive
FP-UGF23AI197-F07,BIO0197,UGF23AI197,Ishaan Apte,Left Middle,Left,27,406,94,Secugen Hamster Pro,2024-06-03,ISO 19794-2,Inactive
FP-UGF23AI198-F01,BIO0198,UGF23AI198,Chandra Devi Banerjee,Right Index,Right,19,423,66,Mantra MFS100,2024-06-06,ISO 19794-2,Active
FP-UGF23AI198-F03,BIO0198,UGF23AI198,Chandra Devi Banerjee,Right Ring,Right,36,434,68,Mantra MFS100,2024-06-06,ISO 19794-2,Active
FP-UGF23AI199-F02,BIO0199,UGF23AI199,Yash Ghosh,Right Middle,Right,63,456,60,ZKTeco K40,2024-06-22,ISO 19794-2,Active
FP-UGF23AI199-F07,BIO0199,UGF23AI199,Yash Ghosh,Left Middle,Left,32,411,69,ZKTeco K40,2024-06-22,ISO 19794-2,Active
FP-UGF23AI200-F02,BIO0200,UGF23AI200,Om Bhatia,Right Middle,Right,18,463,73,Startek FM220U,2024-06-25,ISO 19794-2,Active
FP-UGF23AI200-F09,BIO0200,UGF23AI200,Om Bhatia,Left Little,Left,39,453,79,Startek FM220U,2024-06-25,ISO 19794-2,Active
FP-UGF23AI201-F04,BIO0201,UGF23AI201,Chetan Ingole,Right Little,Right,68,502,91,Startek FM220U,2024-06-17,ISO 19794-2,Active
FP-UGF23AI201-F00,BIO0201,UGF23AI201,Chetan Ingole,Right Thumb,Right,41,459,62,Startek FM220U,2024-06-17,ISO 19794-2,Active
FP-UGF23AI202-F02,BIO0202,UGF23AI202,Dayanand Rao Zende,Right Middle,Right,39,410,69,ZKTeco K40,2024-06-10,ISO 19794-2,Active
FP-UGF23AI202-F01,BIO0202,UGF23AI202,Dayanand Rao Zende,Right Index,Right,21,434,85,ZKTeco K40,2024-06-10,ISO 19794-2,Active
FP-UGF23AI203-F04,BIO0203,UGF23AI203,Ravi Hegde,Right Little,Right,22,469,90,Startek FM220U,2024-06-25,ISO 19794-2,Active
FP-UGF23AI203-F01,BIO0203,UGF23AI203,Ravi Hegde,Right Index,Right,29,424,76,Startek FM220U,2024-06-25,ISO 19794-2,Active
FP-UGF23AI204-F01,BIO0204,UGF23AI204,Priti Ram Dubey,Right Index,Right,70,448,60,Startek FM220U,2024-06-17,ISO 19794-2,Active
FP-UGF23AI204-F03,BIO0204,UGF23AI204,Priti Ram Dubey,Right Ring,Right,25,498,75,Startek FM220U,2024-06-17,ISO 19794-2,Active
FP-UGF23AI205-F01,BIO0205,UGF23AI205,Firoz Unde,Right Index,Right,42,498,88,Mantra MFS100,2024-06-02,ISO 19794-2,Active
FP-UGF23AI205-F02,BIO0205,UGF23AI205,Firoz Unde,Right Middle,Right,33,494,62,Mantra MFS100,2024-06-02,ISO 19794-2,Active
FP-UGF23AI206-F04,BIO0206,UGF23AI206,Iqbal Ingle,Right Little,Right,30,458,66,Secugen Hamster Pro,2024-06-06,ISO 19794-2,Active
FP-UGF23AI206-F07,BIO0206,UGF23AI206,Iqbal Ingle,Left Middle,Left,51,485,73,Secugen Hamster Pro,2024-06-06,ISO 19794-2,Active
FP-UGF23AI207-F04,BIO0207,UGF23AI207,Sarita Devi Unde,Right Little,Right,48,449,79,Secugen Hamster Pro,2024-06-10,ISO 19794-2,Active
FP-UGF23AI207-F06,BIO0207,UGF23AI207,Sarita Devi Unde,Left Index,Left,38,420,62,Secugen Hamster Pro,2024-06-10,ISO 19794-2,Active
FP-UGF23AI208-F04,BIO0208,UGF23AI208,Akash Rao Rao,Right Little,Right,65,470,93,ZKTeco K40,2024-06-03,ISO 19794-2,Active
FP-UGF23AI208-F08,BIO0208,UGF23AI208,Akash Rao Rao,Left Ring,Left,25,432,90,ZKTeco K40,2024-06-03,ISO 19794-2,Active
FP-UGF23AI209-F00,BIO0209,UGF23AI209,Rekha Nath Tiwari,Right Thumb,Right,58,438,72,Startek FM220U,2024-06-02,ISO 19794-2,Active
FP-UGF23AI209-F09,BIO0209,UGF23AI209,Rekha Nath Tiwari,Left Little,Left,41,406,73,Startek FM220U,2024-06-02,ISO 19794-2,Active
FP-UGF23AI210-F02,BIO0210,UGF23AI210,Seema Mane,Right Middle,Right,25,430,87,ZKTeco SF100,2024-06-02,ISO 19794-2,Active
FP-UGF23AI210-F07,BIO0210,UGF23AI210,Seema Mane,Left Middle,Left,38,401,70,ZKTeco SF100,2024-06-02,ISO 19794-2,Active
FP-UGF23AI211-F02,BIO0211,UGF23AI211,Hitesh Prakash Gaikwad,Right Middle,Right,68,435,97,Startek FM220U,2024-06-04,ISO 19794-2,Inactive
FP-UGF23AI211-F03,BIO0211,UGF23AI211,Hitesh Prakash Gaikwad,Right Ring,Right,25,450,75,Startek FM220U,2024-06-04,ISO 19794-2,Inactive
FP-UGF23AI212-F03,BIO0212,UGF23AI212,Vikas Prasad Nair,Right Ring,Right,18,405,97,Mantra MFS100,2024-06-17,ISO 19794-2,Active
FP-UGF23AI212-F06,BIO0212,UGF23AI212,Vikas Prasad Nair,Left Index,Left,68,488,90,Mantra MFS100,2024-06-17,ISO 19794-2,Active
FP-UGF23AI213-F02,BIO0213,UGF23AI213,Kiran Chand Mishra,Right Middle,Right,62,476,69,Startek FM220U,2024-06-06,ISO 19794-2,Active
FP-UGF23AI213-F08,BIO0213,UGF23AI213,Kiran Chand Mishra,Left Ring,Left,41,498,65,Startek FM220U,2024-06-06,ISO 19794-2,Active
FP-UGF23AI214-F04,BIO0214,UGF23AI214,Dev Das Londhe,Right Little,Right,33,420,91,ZKTeco K40,2024-06-08,ISO 19794-2,Active
FP-UGF23AI214-F02,BIO0214,UGF23AI214,Dev Das Londhe,Right Middle,Right,23,487,99,ZKTeco K40,2024-06-08,ISO 19794-2,Active
FP-UGF23AI215-F03,BIO0215,UGF23AI215,Fatima Ram Upadhyay,Right Ring,Right,39,497,63,ZKTeco SF100,2024-06-26,ISO 19794-2,Active
FP-UGF23AI215-F04,BIO0215,UGF23AI215,Fatima Ram Upadhyay,Right Little,Right,21,445,69,ZKTeco SF100,2024-06-26,ISO 19794-2,Active
FP-UGF23AI216-F01,BIO0216,UGF23AI216,Soham Iyer,Right Index,Right,62,468,66,Startek FM220U,2024-06-24,ISO 19794-2,Active
FP-UGF23AI216-F09,BIO0216,UGF23AI216,Soham Iyer,Left Little,Left,26,462,74,Startek FM220U,2024-06-24,ISO 19794-2,Active
FP-UGF23AI217-F01,BIO0217,UGF23AI217,Tanvi Nath Chopra,Right Index,Right,38,471,82,ZKTeco K40,2024-06-19,ISO 19794-2,Active
FP-UGF23AI217-F09,BIO0217,UGF23AI217,Tanvi Nath Chopra,Left Little,Left,69,456,72,ZKTeco K40,2024-06-19,ISO 19794-2,Active
FP-UGF23AI218-F04,BIO0218,UGF23AI218,Gunjan Devi Rao,Right Little,Right,19,488,84,Startek FM220U,2024-06-04,ISO 19794-2,Active
FP-UGF23AI218-F08,BIO0218,UGF23AI218,Gunjan Devi Rao,Left Ring,Left,40,492,68,Startek FM220U,2024-06-04,ISO 19794-2,Active
FP-UGF23AI219-F03,BIO0219,UGF23AI219,Zara Lal Zende,Right Ring,Right,34,405,91,ZKTeco SF100,2024-06-21,ISO 19794-2,Active
FP-UGF23AI219-F04,BIO0219,UGF23AI219,Zara Lal Zende,Right Little,Right,63,456,95,ZKTeco SF100,2024-06-21,ISO 19794-2,Active
FP-UGF23AI220-F02,BIO0220,UGF23AI220,Wasim Bala Nair,Right Middle,Right,36,469,91,Secugen Hamster Pro,2024-06-06,ISO 19794-2,Active
FP-UGF23AI220-F03,BIO0220,UGF23AI220,Wasim Bala Nair,Right Ring,Right,30,472,71,Secugen Hamster Pro,2024-06-06,ISO 19794-2,Active
FP-UGF23AI221-F00,BIO0221,UGF23AI221,Lalita Gaikwad,Right Thumb,Right,52,444,80,ZKTeco K40,2024-06-26,ISO 19794-2,Active
FP-UGF23AI221-F01,BIO0221,UGF23AI221,Lalita Gaikwad,Right Index,Right,64,459,77,ZKTeco K40,2024-06-26,ISO 19794-2,Active
FP-UGF23AI222-F03,BIO0222,UGF23AI222,Mahesh Wagh,Right Ring,Right,71,476,95,ZKTeco SF100,2024-06-11,ISO 19794-2,Active
FP-UGF23AI222-F04,BIO0222,UGF23AI222,Mahesh Wagh,Right Little,Right,28,408,93,ZKTeco SF100,2024-06-11,ISO 19794-2,Active
FP-UGF23AI223-F01,BIO0223,UGF23AI223,Meera Ram Chatterjee,Right Index,Right,27,457,78,Startek FM220U,2024-06-15,ISO 19794-2,Active
FP-UGF23AI223-F08,BIO0223,UGF23AI223,Meera Ram Chatterjee,Left Ring,Left,70,433,94,Startek FM220U,2024-06-15,ISO 19794-2,Active
FP-UGF23AI224-F01,BIO0224,UGF23AI224,Ishaan Raj Wagh,Right Index,Right,41,458,60,Startek FM220U,2024-06-07,ISO 19794-2,Active
FP-UGF23AI224-F09,BIO0224,UGF23AI224,Ishaan Raj Wagh,Left Little,Left,67,481,92,Startek FM220U,2024-06-07,ISO 19794-2,Active
FP-UGF23AI225-F03,BIO0225,UGF23AI225,Farhan Bala Pawar,Right Ring,Right,42,493,71,Secugen Hamster Pro,2024-06-14,ISO 19794-2,Active
FP-UGF23AI225-F08,BIO0225,UGF23AI225,Farhan Bala Pawar,Left Ring,Left,19,479,83,Secugen Hamster Pro,2024-06-14,ISO 19794-2,Active
FP-UGF23AI226-F03,BIO0226,UGF23AI226,Aditi Prasad Hivrale,Right Ring,Right,67,479,75,Mantra MFS100,2024-06-03,ISO 19794-2,Active
FP-UGF23AI226-F05,BIO0226,UGF23AI226,Aditi Prasad Hivrale,Left Thumb,Left,38,492,64,Mantra MFS100,2024-06-03,ISO 19794-2,Active
FP-UGF23AI227-F00,BIO0227,UGF23AI227,Urmila Zende,Right Thumb,Right,60,468,84,Secugen Hamster Pro,2024-06-07,ISO 19794-2,Active
FP-UGF23AI227-F03,BIO0227,UGF23AI227,Urmila Zende,Right Ring,Right,30,467,91,Secugen Hamster Pro,2024-06-07,ISO 19794-2,Active
FP-UGF23AI228-F02,BIO0228,UGF23AI228,Varun Prakash Raut,Right Middle,Right,67,470,69,ZKTeco SF100,2024-06-25,ISO 19794-2,Active
FP-UGF23AI228-F06,BIO0228,UGF23AI228,Varun Prakash Raut,Left Index,Left,57,436,80,ZKTeco SF100,2024-06-25,ISO 19794-2,Active
FP-UGF23AI229-F03,BIO0229,UGF23AI229,Kalpesh Bala Hande,Right Ring,Right,44,482,80,Secugen Hamster Pro,2024-06-10,ISO 19794-2,Active
FP-UGF23AI229-F07,BIO0229,UGF23AI229,Kalpesh Bala Hande,Left Middle,Left,25,412,93,Secugen Hamster Pro,2024-06-10,ISO 19794-2,Active
FP-UGF23AI230-F04,BIO0230,UGF23AI230,Nandini Kumar Ingle,Right Little,Right,60,408,62,Secugen Hamster Pro,2024-06-06,ISO 19794-2,Active
FP-UGF23AI230-F07,BIO0230,UGF23AI230,Nandini Kumar Ingle,Left Middle,Left,71,416,71,Secugen Hamster Pro,2024-06-06,ISO 19794-2,Active
FP-UGF23AI231-F00,BIO0231,UGF23AI231,Vidya Das Kumar,Right Thumb,Right,20,425,66,ZKTeco SF100,2024-06-23,ISO 19794-2,Active
FP-UGF23AI231-F08,BIO0231,UGF23AI231,Vidya Das Kumar,Left Ring,Left,49,424,66,ZKTeco SF100,2024-06-23,ISO 19794-2,Active
FP-UGF23AI232-F03,BIO0232,UGF23AI232,Gajanan Raj Tiwari,Right Ring,Right,20,473,84,Mantra MFS100,2024-06-09,ISO 19794-2,Active
FP-UGF23AI232-F05,BIO0232,UGF23AI232,Gajanan Raj Tiwari,Left Thumb,Left,60,462,93,Mantra MFS100,2024-06-09,ISO 19794-2,Active
FP-UGF23AI233-F02,BIO0233,UGF23AI233,Pankaj Das Upadhyay,Right Middle,Right,57,489,97,Mantra MFS100,2024-06-19,ISO 19794-2,Active
FP-UGF23AI233-F05,BIO0233,UGF23AI233,Pankaj Das Upadhyay,Left Thumb,Left,34,406,83,Mantra MFS100,2024-06-19,ISO 19794-2,Active
FP-UGF23AI234-F02,BIO0234,UGF23AI234,Faisal Naik,Right Middle,Right,32,477,64,ZKTeco SF100,2024-06-15,ISO 19794-2,Active
FP-UGF23AI234-F08,BIO0234,UGF23AI234,Faisal Naik,Left Ring,Left,18,426,91,ZKTeco SF100,2024-06-15,ISO 19794-2,Active
FP-UGF23AI235-F00,BIO0235,UGF23AI235,Tariq Thakur,Right Thumb,Right,71,410,89,ZKTeco SF100,2024-06-18,ISO 19794-2,Active
FP-UGF23AI235-F04,BIO0235,UGF23AI235,Tariq Thakur,Right Little,Right,69,481,63,ZKTeco SF100,2024-06-18,ISO 19794-2,Active
FP-UGF23AI236-F01,BIO0236,UGF23AI236,Chirag Prasad Dalvi,Right Index,Right,41,471,86,ZKTeco K40,2024-06-11,ISO 19794-2,Active
FP-UGF23AI236-F05,BIO0236,UGF23AI236,Chirag Prasad Dalvi,Left Thumb,Left,70,447,63,ZKTeco K40,2024-06-11,ISO 19794-2,Active
FP-UGF23AI237-F00,BIO0237,UGF23AI237,Onkar Raj Pillai,Right Thumb,Right,70,478,77,Secugen Hamster Pro,2024-06-19,ISO 19794-2,Active
FP-UGF23AI237-F05,BIO0237,UGF23AI237,Onkar Raj Pillai,Left Thumb,Left,51,405,64,Secugen Hamster Pro,2024-06-19,ISO 19794-2,Active
FP-UGF23AI238-F03,BIO0238,UGF23AI238,Aditi Bala Bhange,Right Ring,Right,71,438,64,Mantra MFS100,2024-06-16,ISO 19794-2,Active
FP-UGF23AI238-F01,BIO0238,UGF23AI238,Aditi Bala Bhange,Right Index,Right,31,466,66,Mantra MFS100,2024-06-16,ISO 19794-2,Active
FP-UGF23AI239-F02,BIO0239,UGF23AI239,Firoz Reddy,Right Middle,Right,24,492,74,Mantra MFS100,2024-06-26,ISO 19794-2,Active
FP-UGF23AI239-F09,BIO0239,UGF23AI239,Firoz Reddy,Left Little,Left,52,449,72,Mantra MFS100,2024-06-26,ISO 19794-2,Active
FP-UGF23AI240-F00,BIO0240,UGF23AI240,Girish Prasad Deshpande,Right Thumb,Right,30,467,75,ZKTeco SF100,2024-06-16,ISO 19794-2,Active
FP-UGF23AI240-F01,BIO0240,UGF23AI240,Girish Prasad Deshpande,Right Index,Right,54,480,71,ZKTeco SF100,2024-06-16,ISO 19794-2,Active
FP-UGF23AI241-F01,BIO0241,UGF23AI241,Anjali Das Mishra,Right Index,Right,53,495,95,Mantra MFS100,2024-06-12,ISO 19794-2,Active
FP-UGF23AI241-F05,BIO0241,UGF23AI241,Anjali Das Mishra,Left Thumb,Left,44,495,66,Mantra MFS100,2024-06-12,ISO 19794-2,Active
FP-UGF23AI242-F02,BIO0242,UGF23AI242,Ravi Das Tiwari,Right Middle,Right,67,481,96,Secugen Hamster Pro,2024-06-12,ISO 19794-2,Active
FP-UGF23AI242-F04,BIO0242,UGF23AI242,Ravi Das Tiwari,Right Little,Right,40,486,89,Secugen Hamster Pro,2024-06-12,ISO 19794-2,Active
FP-UGF23AI243-F00,BIO0243,UGF23AI243,Vidya Nair,Right Thumb,Right,62,485,87,Mantra MFS100,2024-06-10,ISO 19794-2,Active
FP-UGF23AI243-F09,BIO0243,UGF23AI243,Vidya Nair,Left Little,Left,24,421,71,Mantra MFS100,2024-06-10,ISO 19794-2,Active
FP-UGF23AI244-F00,BIO0244,UGF23AI244,Vidya Shankar Gite,Right Thumb,Right,53,451,92,Startek FM220U,2024-06-10,ISO 19794-2,Active
FP-UGF23AI244-F05,BIO0244,UGF23AI244,Vidya Shankar Gite,Left Thumb,Left,39,484,70,Startek FM220U,2024-06-10,ISO 19794-2,Active
FP-UGF23AI245-F00,BIO0245,UGF23AI245,Fatima Chand Hatwar,Right Thumb,Right,52,476,88,ZKTeco K40,2024-06-08,ISO 19794-2,Inactive
FP-UGF23AI245-F08,BIO0245,UGF23AI245,Fatima Chand Hatwar,Left Ring,Left,40,440,95,ZKTeco K40,2024-06-08,ISO 19794-2,Inactive
FP-UGF23AI246-F02,BIO0246,UGF23AI246,Hina Nath Tiwari,Right Middle,Right,38,508,83,Startek FM220U,2024-06-06,ISO 19794-2,Active
FP-UGF23AI246-F03,BIO0246,UGF23AI246,Hina Nath Tiwari,Right Ring,Right,44,497,87,Startek FM220U,2024-06-06,ISO 19794-2,Active
FP-UGF23AI247-F01,BIO0247,UGF23AI247,Zara Prasad Chopra,Right Index,Right,70,492,80,ZKTeco SF100,2024-06-10,ISO 19794-2,Active
FP-UGF23AI247-F09,BIO0247,UGF23AI247,Zara Prasad Chopra,Left Little,Left,56,430,96,ZKTeco SF100,2024-06-10,ISO 19794-2,Active
FP-UGF23AI248-F00,BIO0248,UGF23AI248,Ritika Das Kale,Right Thumb,Right,52,427,84,ZKTeco SF100,2024-06-18,ISO 19794-2,Active
FP-UGF23AI248-F02,BIO0248,UGF23AI248,Ritika Das Kale,Right Middle,Right,67,470,76,ZKTeco SF100,2024-06-18,ISO 19794-2,Active
FP-UGF23AI249-F00,BIO0249,UGF23AI249,Arjun Ingle,Right Thumb,Right,41,457,88,ZKTeco SF100,2024-06-25,ISO 19794-2,Active
FP-UGF23AI249-F05,BIO0249,UGF23AI249,Arjun Ingle,Left Thumb,Left,43,400,62,ZKTeco SF100,2024-06-25,ISO 19794-2,Active
FP-UGF23AI250-F01,BIO0250,UGF23AI250,Kedar Chatterjee,Right Index,Right,36,476,61,Mantra MFS100,2024-06-02,ISO 19794-2,Active
FP-UGF23AI250-F03,BIO0250,UGF23AI250,Kedar Chatterjee,Right Ring,Right,51,417,79,Mantra MFS100,2024-06-02,ISO 19794-2,Active
FP-UGF23AI251-F04,BIO0251,UGF23AI251,Jayesh Pawar,Right Little,Right,18,438,74,Startek FM220U,2024-06-06,ISO 19794-2,Active
FP-UGF23AI251-F09,BIO0251,UGF23AI251,Jayesh Pawar,Left Little,Left,31,509,80,Startek FM220U,2024-06-06,ISO 19794-2,Active
FP-UGF23AI252-F00,BIO0252,UGF23AI252,Yamini Das Ahuja,Right Thumb,Right,19,498,77,Startek FM220U,2024-06-01,ISO 19794-2,Active
FP-UGF23AI252-F02,BIO0252,UGF23AI252,Yamini Das Ahuja,Right Middle,Right,53,465,95,Startek FM220U,2024-06-01,ISO 19794-2,Active
FP-UGF23AI253-F02,BIO0253,UGF23AI253,Yamini Rao Pillai,Right Middle,Right,54,473,69,ZKTeco K40,2024-06-20,ISO 19794-2,Active
FP-UGF23AI253-F09,BIO0253,UGF23AI253,Yamini Rao Pillai,Left Little,Left,24,404,89,ZKTeco K40,2024-06-20,ISO 19794-2,Active
FP-UGF23AI254-F03,BIO0254,UGF23AI254,Priya Ram Ahuja,Right Ring,Right,40,419,68,ZKTeco K40,2024-06-20,ISO 19794-2,Active
FP-UGF23AI254-F05,BIO0254,UGF23AI254,Priya Ram Ahuja,Left Thumb,Left,34,446,97,ZKTeco K40,2024-06-20,ISO 19794-2,Active
FP-UGF23AI255-F03,BIO0255,UGF23AI255,Amrita Rao Banerjee,Right Ring,Right,33,429,76,Startek FM220U,2024-06-10,ISO 19794-2,Active
FP-UGF23AI255-F00,BIO0255,UGF23AI255,Amrita Rao Banerjee,Right Thumb,Right,69,438,65,Startek FM220U,2024-06-10,ISO 19794-2,Active
FP-UGF23AI256-F03,BIO0256,UGF23AI256,Ravi Lal Verma,Right Ring,Right,54,451,96,Secugen Hamster Pro,2024-06-08,ISO 19794-2,Active
FP-UGF23AI256-F08,BIO0256,UGF23AI256,Ravi Lal Verma,Left Ring,Left,31,493,64,Secugen Hamster Pro,2024-06-08,ISO 19794-2,Active
FP-UGF23AI257-F03,BIO0257,UGF23AI257,Vidya Ram Reddy,Right Ring,Right,64,441,90,Startek FM220U,2024-06-06,ISO 19794-2,Active
FP-UGF23AI257-F09,BIO0257,UGF23AI257,Vidya Ram Reddy,Left Little,Left,29,462,96,Startek FM220U,2024-06-06,ISO 19794-2,Active
FP-UGF23AI258-F00,BIO0258,UGF23AI258,Deepika Kumar,Right Thumb,Right,70,412,98,ZKTeco K40,2024-06-05,ISO 19794-2,Active
FP-UGF23AI258-F09,BIO0258,UGF23AI258,Deepika Kumar,Left Little,Left,59,438,62,ZKTeco K40,2024-06-05,ISO 19794-2,Active
FP-UGF23AI259-F00,BIO0259,UGF23AI259,Deepika Kharat,Right Thumb,Right,64,503,96,ZKTeco K40,2024-06-11,ISO 19794-2,Active
FP-UGF23AI259-F05,BIO0259,UGF23AI259,Deepika Kharat,Left Thumb,Left,42,410,63,ZKTeco K40,2024-06-11,ISO 19794-2,Active
FP-UGF23AI260-F01,BIO0260,UGF23AI260,Seema Sai Chopra,Right Index,Right,67,442,82,ZKTeco SF100,2024-06-10,ISO 19794-2,Active
FP-UGF23AI260-F02,BIO0260,UGF23AI260,Seema Sai Chopra,Right Middle,Right,70,455,86,ZKTeco SF100,2024-06-10,ISO 19794-2,Active
FP-UGF23AI261-F00,BIO0261,UGF23AI261,Girish Bhange,Right Thumb,Right,25,511,74,Mantra MFS100,2024-06-19,ISO 19794-2,Active
FP-UGF23AI261-F01,BIO0261,UGF23AI261,Girish Bhange,Right Index,Right,65,483,98,Mantra MFS100,2024-06-19,ISO 19794-2,Active
FP-UGF23AI262-F00,BIO0262,UGF23AI262,Gaurav Hivrale,Right Thumb,Right,18,481,84,Secugen Hamster Pro,2024-06-16,ISO 19794-2,Active
FP-UGF23AI262-F01,BIO0262,UGF23AI262,Gaurav Hivrale,Right Index,Right,21,439,93,Secugen Hamster Pro,2024-06-16,ISO 19794-2,Active
FP-UGF23AI263-F02,BIO0263,UGF23AI263,Vidya Chand Waghmare,Right Middle,Right,20,440,94,ZKTeco SF100,2024-06-25,ISO 19794-2,Active
FP-UGF23AI263-F01,BIO0263,UGF23AI263,Vidya Chand Waghmare,Right Index,Right,54,419,80,ZKTeco SF100,2024-06-25,ISO 19794-2,Active
FP-UGF23AI264-F03,BIO0264,UGF23AI264,Esha Das Bhange,Right Ring,Right,50,489,74,Mantra MFS100,2024-06-09,ISO 19794-2,Active
FP-UGF23AI264-F07,BIO0264,UGF23AI264,Esha Das Bhange,Left Middle,Left,27,406,85,Mantra MFS100,2024-06-09,ISO 19794-2,Active
FP-UGF23AI265-F00,BIO0265,UGF23AI265,Divya Ram Junghare,Right Thumb,Right,46,496,98,Mantra MFS100,2024-06-14,ISO 19794-2,Active
FP-UGF23AI265-F07,BIO0265,UGF23AI265,Divya Ram Junghare,Left Middle,Left,54,464,65,Mantra MFS100,2024-06-14,ISO 19794-2,Active
FP-UGF23AI266-F00,BIO0266,UGF23AI266,Geeta Prakash Nair,Right Thumb,Right,32,455,78,ZKTeco SF100,2024-06-01,ISO 19794-2,Active
FP-UGF23AI266-F07,BIO0266,UGF23AI266,Geeta Prakash Nair,Left Middle,Left,68,450,69,ZKTeco SF100,2024-06-01,ISO 19794-2,Active
FP-UGF23AI267-F00,BIO0267,UGF23AI267,Jiya Devi Hatwar,Right Thumb,Right,26,443,65,Mantra MFS100,2024-06-15,ISO 19794-2,Active
